,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious,Tot per 1M,Deaths per 1M,Tests,Tests per 1M,Pop
57,Croatia,1134027,0,15961,0,1114626,0,3440,6,279479,3934,4856461,1196866,4057648
58,Cuba,1104935,0,8529,0,1096068,0,338,23,97664,754,12920253,1142010,11313610
59,New Zealand,1099250,5058,1007,10,1042678,5818,55565,0,219758,201,7153172,1430034,5002100
60,Lebanon,1098503,0,10417,0,1085682,0,2404,186,162310,1539,4795578,708572,6767950
61,Finland,1081225,0,4406,0,N/A,N/A,N/A,21,194573,793,10873312,1956718,5556914
62,Lithuania,1061533,22,9134,0,1035136,60,17263,12,400447,3446,9965040,3759163,2650867
63,Tunisia,1041789,0,28628,0,N/A,N/A,N/A,29,86446,2376,4607327,382310,12051300
64,Slovenia,1021965,0,6628,0,1008162,0,7175,8,491453,3187,2660890,1279596,2079476
65,Belarus,982867,0,6978,0,N/A,N/A,N/A,0,104079,739,13220483,1399960,9443475
66,Nepal,979062,0,11952,0,966962,0,148,0,32502,397,5683806,188689,30122684
67,Bolivia,907224,211,21944,1,865679,272,19601,220,75775,1833,2705422,225968,11972600
68,UAE,904466,0,2302,0,888228,0,13936,0,89416,228,160327915,15850142,10115235
69,Uruguay,902540,0,7213,0,892434,0,2893,18,258136,2063,6114822,1748901,3496380
70,Costa Rica,877533,0,8472,0,848035,0,21026,38,169354,1635,4487906,866117,5181642
71,Ecuador,873609,0,35613,0,N/A,N/A,N/A,759,48140,1962,2470170,136119,18147089
72,Guatemala,856376,0,17942,0,835724,0,2710,5,46193,968,4585934,247367,18539018
73,Panama,828120,0,8221,0,790766,0,29133,16,186406,1851,6122086,1378056,4442553
74,Latvia,826856,0,5813,0,818257,0,2786,7,447680,3147,7235935,3917707,1846982
75,Azerbaijan,792707,0,9710,0,782945,0,52,0,76879,942,6867409,666019,10311129
76,Saudi Arabia,762575,0,9128,0,746999,0,6448,81,21281,255,42305979,1180613,35833899
77,Sri Lanka,663749,0,16512,0,646935,0,302,0,30754,765,6486117,300531,21582176
78,Paraguay,650283,0,18885,0,624673,0,6725,4,89112,2588,2633737,360915,7297380
79,Kuwait,632474,0,2555,0,629392,0,527,3,144091,582,8088043,1842633,4389395
80,Myanmar,613219,0,19434,0,592174,0,1611,0,11130,353,8132624,147608,55096098
81,Palestine,582246,0,5355,0,576764,0,127,17,109353,1006,3078533,578185,5324477
82,Dominican Republic,581153,0,4377,0,576147,0,629,1,52581,396,3318995,300291,11052589
83,Bahrain,580797,0,1480,0,574805,0,4512,4,320387,816,9811591,5412408,1812796
84,Estonia,575046,0,2561,0,516588,0,55897,4,432947,1928,3357306,2527686,1328213
85,Venezuela,523266,0,5716,0,516468,0,1082,230,18500,202,3359014,118759,28284375
86,Moldova,517753,0,11503,0,504142,0,2108,49,128912,2864,3216305,800808,4016326
87,Egypt,515645,0,24613,0,442182,0,48850,122,4866,232,3693367,34854,105965357
88,Libya,501904,0,6430,0,490973,0,4501,101,71221,912,2477219,351524,7047088
89,Cyprus,477711,0,1032,0,124370,0,352309,60,390320,843,9477138,7743418,1223896
90,Ethiopia,471343,0,7512,0,455810,0,8021,6,3917,62,4865431,40438,120319739
91,Mongolia,469885,0,2179,0,313256,0,154450,192,139118,645,4030048,1193165,3377611
92,Honduras,424771,0,10896,0,132401,0,281474,105,41640,1068,1369816,134283,10200974
93,Armenia,422917,0,8623,0,412071,0,2223,0,142221,2900,3078174,1035146,2973663
94,Réunion,411363,0,770,0,403795,0,6798,10,453375,849,1603660,1767442,907334
95,Oman,389473,0,4260,0,384669,0,544,2,72786,796,25000000,4672109,5350902
96,Bosnia and Herzegovina,377709,0,15783,0,N/A,N/A,N/A,0,116489,4868,1771319,546293,3242435
97,Qatar,366952,0,677,0,365254,0,1021,0,130690,241,3508132,1249422,2807805
98,Kenya,324222,0,5649,0,318263,0,310,0,5790,101,3647100,65128,55999258
99,Zambia,321099,0,3984,0,316444,0,671,1,16592,206,3465805,179090,19352266
100,North Macedonia,311113,0,9296,0,301275,0,542,0,149343,4462,2040024,979268,2083213
101,Botswana,306614,0,2692,0,303619,0,303,1,125613,1103,2026898,830374,2440947
102,Albania,275838,0,3497,0,272091,0,250,2,96048,1218,1822442,634580,2871885
103,Algeria,265851,0,6875,0,178381,0,80595,6,5863,152,230861,5092,45340682
104,Nigeria,255937,0,3143,0,249996,0,2798,11,1186,15,5152011,23880,215749436
105,Zimbabwe,250469,0,5489,0,242906,0,2074,12,16403,359,2305149,150959,15269989
106,Luxembourg,244182,0,1073,0,235939,0,7170,0,378496,1663,4248188,6584939,645137
107,Uzbekistan,238929,19,1637,0,237146,16,146,23,6949,48,1377915,40077,34381796
108,Montenegro,236688,0,2719,0,233297,0,672,6,376762,4328,2469577,3931095,628216
109,Mozambique,225563,0,2201,0,223279,0,83,13,6856,67,1322921,40208,32902339
110,China,223145,169,5222,3,213518,476,4405,200,155,4,160000000,111163,1439323776
111,Laos,209728,29,754,0,N/A,N/A,N/A,0,28060,101,1232128,164851,7474189
112,Kyrgyzstan,200993,0,2991,0,196406,0,1596,131,29880,445,1907195,283526,6726698
113,Iceland,186969,0,153,0,N/A,N/A,N/A,0,541296,443,1925385,5574202,345410
114,Afghanistan,179674,0,7697,0,162633,0,9344,1124,4428,190,957258,23591,40577445
115,Maldives,179560,0,298,0,163687,0,15575,25,321531,534,2213831,3964214,558454
116,Uganda,164069,0,3596,0,100205,0,60268,2,3386,74,2612795,53919,48457584
117,El Salvador,162089,0,4130,0,150662,0,7297,8,24755,631,1950448,297879,6547783
118,Ghana,161325,0,1445,0,159826,0,54,1,4996,45,2445003,75713,32293048
119,Namibia,160640,0,4031,0,153662,0,2947,0,61139,1534,1022171,389032,2627471
120,Trinidad and Tobago,157880,0,3890,0,144803,0,9187,18,112129,2763,736152,522830,1408015
121,Martinique,153253,0,926,0,104,0,152223,8,408982,2471,828928,2212138,374718
122,Brunei,146315,0,221,0,144387,0,1707,0,328531,496,717784,1611690,445361
123,Guadeloupe,140130,0,854,0,2250,0,137026,19,350104,2134,938039,2343615,400253
124,Cambodia,136262,0,3056,0,133201,0,5,0,7943,178,2964585,172819,17154294
125,Jamaica,133904,0,3021,0,85779,0,45104,0,44852,1012,1051098,352069,2985485
126,Rwanda,129971,0,1459,0,45522,0,82990,0,9588,108,5381779,397000,13556115
127,Cameroon,119780,0,1927,0,117791,0,62,13,4310,69,1751774,63039,27788730
128,Angola,99194,0,1900,0,97149,0,145,0,2851,55,1499795,43111,34788922
129,Malta,93985,0,717,0,90952,0,2316,4,211795,1616,1912699,4310259,443755
130,DRC,87633,0,1338,0,50930,0,35365,0,926,14,846704,8943,94682048
131,Senegal,86067,0,1966,0,84082,0,19,0,4897,112,1086859,61845,17573817
132,Malawi,85929,0,2638,0,82799,0,492,67,4284,132,581024,28965,20059697
133,French Guiana,82313,0,397,0,11254,0,70662,1,262777,1267,635980,2030309,313243
134,Ivory Coast,82044,0,799,0,81213,0,32,0,2972,29,1513880,54837,27606877
135,Suriname,80240,0,1339,0,49466,0,29435,0,134513,2245,236652,396720,596522
136,Barbados,78448,0,436,0,73585,0,4427,0,272354,1514,677714,2352871,288037
137,Channel Islands,75767,0,176,0,74979,0,612,0,428357,995,1252808,7082893,176878
138,French Polynesia,72858,0,649,0,N/A,N/A,N/A,7,256576,2286,0,0,283963
139,Eswatini,72125,0,1404,0,70196,0,525,11,60980,1187,1024269,865995,1182765
140,Fiji,64841,0,862,0,62931,0,1048,0,71358,949,520908,573266,908667
141,Madagascar,64276,0,1393,0,59370,0,3513,6,2214,48,435827,15013,29029951
142,Guyana,64228,0,1231,0,62455,0,542,0,80923,1551,618899,779771,793693
143,Sudan,62211,0,4937,0,N/A,N/A,N/A,0,1359,108,562941,12298,45775011
144,New Caledonia,61514,0,312,0,60620,0,582,9,211634,1073,98964,340478,290662
145,Bhutan,59574,0,21,0,59509,0,44,0,75640,27,2303734,2925027,787594
146,Mauritania,59003,0,982,0,57762,0,259,0,12092,201,823672,168802,4879526
147,Belize,58419,0,677,0,56886,0,856,6,142067,1646,555252,1350298,411207
148,Cabo Verde,56167,0,401,0,55663,0,103,23,98999,707,400982,706764,567349
149,Syria,55878,0,3150,0,52591,0,137,0,3053,172,146269,7993,18300297
150,Gabon,47622,0,304,0,47303,0,15,0,20487,131,1595381,686328,2324518
151,Papua New Guinea,44394,0,651,0,43726,0,17,7,4791,70,249149,26889,9265851
152,Seychelles,43729,0,167,0,43040,0,522,0,439518,1679,0,0,99493
153,Curaçao,43522,0,276,0,42622,0,624,3,263202,1669,496693,3003780,165356
154,Andorra,42572,0,153,0,41757,0,662,14,549330,1974,249838,3223799,77498
155,Burundi,41606,0,38,0,N/A,N/A,N/A,0,3313,3,345742,27534,12556801
156,Mauritius,37955,0,996,0,36289,0,670,0,29751,781,358675,281151,1275739
157,Mayotte,37523,0,187,0,2964,0,34372,0,131569,656,176919,620342,285196
158,Togo,37044,0,273,0,36744,0,27,0,4286,32,737801,85357,8643687
159,Guinea,36597,0,442,0,36113,0,42,8,2651,32,660107,47824,13802769
160,Aruba,36316,0,213,0,35808,0,295,0,337450,1979,177885,1652914,107619
161,Tanzania,35354,0,840,0,N/A,N/A,N/A,7,562,13,0,0,62934127
162,Faeroe Islands,34658,0,28,0,N/A,N/A,N/A,5,704259,569,778000,15809152,49212
163,Bahamas,34212,0,810,0,32579,0,823,0,85463,2023,235192,587519,400314
164,Lesotho,32910,0,697,0,24155,0,8058,0,15137,321,431221,198335,2174202
165,Mali,31054,0,734,0,30156,0,164,0,1455,34,679294,31820,21347814
166,Haiti,30746,0,835,0,29651,0,260,0,2636,72,132422,11353,11664059
167,Isle of Man,28416,0,105,0,26794,0,1517,0,330880,1223,150753,1755391,85880
168,Benin,26952,0,163,0,25506,0,1283,5,2119,13,604310,47507,12720434
169,Somalia,26521,0,1350,0,13182,0,11989,0,1586,81,400466,23941,16727156
170,Saint Lucia,24873,0,368,0,23651,0,854,1,134299,1987,143281,773630,185206
171,Cayman Islands,24477,0,28,0,8553,0,15896,1,364382,417,222773,3316358,67174
172,Congo,24079,0,385,0,20178,0,3516,0,4171,67,347815,60243,5773555
173,Timor-Leste,22890,0,131,0,22748,0,11,0,16761,96,265125,194133,1365685
174,Burkina Faso,20853,0,382,0,20439,0,32,0,949,17,248995,11328,21981299
175,Nicaragua,18491,0,225,0,4225,0,14041,0,2730,33,0,0,6772845
176,Gibraltar,18273,0,102,0,16579,0,1592,0,542676,3029,534283,15867278,33672
177,Solomon Islands,18174,0,146,0,16357,0,1671,2,25292,203,5117,7121,718567
178,South Sudan,17573,0,138,0,13514,0,3921,1,1536,12,395064,34532,11440645
179,Liechtenstein,17392,0,84,0,17248,0,60,0,453696,2191,102174,2665362,38334
180,Tajikistan,17388,0,124,0,17264,0,0,0,1749,12,0,0,9940600
181,Grenada,17146,0,223,0,15792,0,1131,4,151061,1965,161503,1422884,113504
182,San Marino,16991,0,115,0,16680,0,196,4,498782,3376,152231,4468839,34065
183,Equatorial Guinea,15910,0,183,0,15704,0,23,5,10680,123,320949,215451,1489664
184,Djibouti,15631,0,189,0,15427,0,15,0,15400,186,305941,301410,1015031
185,CAR,14649,0,113,0,6859,0,7677,2,2937,23,81294,16299,4987744
186,Bermuda,14442,0,137,0,13945,0,360,0,233519,2215,903163,14603654,61845
187,Dominica,13116,0,63,0,12465,0,588,0,181356,871,196777,2720846,72322
188,Samoa,12382,0,25,0,1605,0,10752,4,61634,124,98999,492790,200895
189,Monaco,12035,0,54,0,11922,0,59,4,302653,1358,54960,1382120,39765
190,Gambia,11999,0,365,0,11591,0,43,0,4716,143,155686,61189,2544357
191,Greenland,11971,0,21,0,2761,0,9189,4,210183,369,164926,2895725,56955
192,Yemen,11819,0,2149,0,9009,0,661,23,381,69,265253,8540,31061607
193,Tonga,11500,0,11,0,10875,0,614,0,106532,102,535009,4956127,107949
194,Saint Martin,10602,0,63,0,1399,0,9140,7,265668,1579,112382,2816097,39907
195,Sint Maarten,10189,0,86,0,10068,0,35,10,232668,1964,62056,1417062,43792
196,Caribbean Netherlands,9986,0,35,0,9886,0,65,0,374260,1312,30126,1129076,26682
197,Eritrea,9754,0,103,0,9640,0,11,0,2681,28,23693,6511,3638767
198,Niger,9031,0,310,0,8628,0,93,1,349,12,254538,9845,25854333
199,Vanuatu,8659,0,14,0,8287,0,358,0,27005,44,24976,77893,320645
200,Guinea-Bissau,8246,0,171,0,8029,0,46,6,4012,83,137803,67041,2055491
201,Comoros,8100,0,160,0,7933,0,7,0,8956,177,0,0,904446
202,Antigua and Barbuda,7942,0,138,0,7623,0,181,1,79855,1388,18901,190046,99455
203,Sierra Leone,7682,0,125,0,N/A,N/A,N/A,0,928,15,259958,31388,8282137
204,Liberia,7455,0,294,0,5747,0,1414,2,1412,56,139824,26475,5281279
205,Chad,7415,0,193,0,4874,0,2348,0,428,11,191341,11052,17312311
206,St. Vincent Grenadines,6843,0,106,0,6641,0,96,0,61316,950,99409,890738,111603
207,British Virgin Islands,6690,0,62,0,N/A,N/A,N/A,1,218556,2025,103895,3394152,30610
208,Turks and Caicos,6097,0,36,0,6026,0,35,4,153569,907,512050,12897335,39702
209,Sao Tome and Principe,5973,0,73,0,5897,0,3,0,26334,322,29036,128016,226815
210,Saint Kitts and Nevis,5669,0,43,0,5570,0,56,0,105163,798,70707,1311648,53907
211,Cook Islands,5543,0,1,0,5433,0,109,0,315051,57,18004,1023303,17594
212,Palau,4967,0,6,0,4240,0,721,1,272075,329,51089,2798477,18256
213,St. Barth,4611,0,6,0,N/A,N/A,N/A,0,464163,604,78646,7916851,9934
214,Anguilla,3116,0,9,0,3042,0,65,4,204261,590,51382,3368207,15255
215,Kiribati,3098,0,13,0,2602,0,483,3,25208,106,0,0,122897
216,Saint Pierre Miquelon,2748,0,1,0,2449,0,298,1,478662,174,23787,4143355,5741
217,Falkland Islands,1512,0,0,0,N/A,N/A,N/A,0,411877,0,8632,2351403,3671
218,Montserrat,915,0,4,0,749,0,162,0,183073,800,12010,2402961,4998
219,Diamond Princess,712,0,13,0,699,0,0,0,0,0,0,0,0
220,Wallis and Futuna,454,0,7,0,438,0,9,0,41770,644,20508,1886834,10869
221,Macao,82,0,0,0,82,0,0,0,123,0,5375,8071,665989
222,Vatican City,29,0,0,0,29,0,0,0,36025,0,0,0,805
223,Marshall Islands,17,0,0,0,14,0,3,0,284,0,0,0,59941
224,Western Sahara,10,0,1,0,9,0,0,0,16,2,0,0,624963
225,MS Zaandam,9,0,2,0,7,0,0,0,0,0,0,0,0
226,Niue,9,0,0,0,9,0,0,0,5464,0,0,0,1647
227,Nauru,8,0,0,0,5,0,3,0,730,0,0,0,10952
228,Micronesia,7,0,0,0,1,0,6,0,60,0,0,0,117292
229,Saint Helena,2,0,0,0,2,0,0,0,327,0,0,0,6111
