,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious,Tot per 1M,Deaths per 1M,Tests,Tests per 1M,Pop
22,Ukraine,5001719,0,108391,0,N/A,N/A,N/A,177,115635,2506,19521252,451311,43254550
23,Malaysia,4448004,0,35547,0,4366951,0,45506,69,134290,1073,58730151,1773124,33122422
24,Thailand,4262484,11535,28620,91,4092878,22022,140986,1496,60789,408,17270775,246305,70119486
25,Austria,4144906,4363,18161,5,4049476,6936,77269,83,455477,1996,183086157,20119040,9100144
26,Israel,4076111,0,10695,0,4042243,0,23173,220,437070,1147,41373364,4436346,9326000
27,Belgium,4056448,0,31439,0,3804223,15900,220786,150,347250,2691,33531891,2870479,11681636
28,Czechia,3905702,602,40159,4,3852037,2855,13506,30,363483,3737,55206405,5137763,10745223
29,Portugal,3853800,0,22280,0,N/A,N/A,N/A,61,379966,2197,41278379,4069851,10142478
30,South Africa,3791925,0,100363,0,3648831,0,42731,192,62498,1654,24475485,403402,60672691
31,Canada,3749083,0,39243,0,3454966,0,254874,468,97770,1023,60871310,1587430,38345820
32,Philippines,3685643,0,60341,0,3618137,0,7165,289,32837,538,29565513,263410,112241473
33,Switzerland,3602489,0,13859,0,3471069,12016,117561,87,410770,1580,20767523,2367996,8770082
34,Peru,3564558,0,212810,0,N/A,N/A,N/A,324,105430,6294,29813461,881804,33809637
35,Chile,3558631,0,57527,0,3413409,0,87695,221,183288,2963,37001758,1905780,19415542
36,Greece,3323922,0,29153,0,3212923,0,81846,239,321768,2822,79829956,7727828,10330193
37,Denmark,2966047,0,6158,0,2941752,0,18137,13,508807,1056,127218115,21823490,5829412
38,Romania,2893876,0,65486,0,2606660,0,221730,198,152280,3446,22702071,1194617,19003633
39,Sweden,2500917,0,18739,0,2469945,796,12233,21,244848,1835,18513445,1812530,10214145
40,Iraq,2325092,0,25211,0,2297747,0,2134,20,55533,602,18478198,441340,41868370
41,Serbia,2006353,0,15991,0,1975636,0,14726,23,231328,1844,9487930,1093939,8673178
42,Bangladesh,1952691,0,29127,0,1895404,0,28160,1297,11645,174,13990466,83434,167682449
43,Hungary,1901017,0,46201,0,1804295,0,50521,41,197701,4805,11339446,1179275,9615608
44,Slovakia,1781692,737,19917,12,1744090,784,17685,70,326051,3645,7093189,1298057,5464466
45,Jordan,1694216,0,14048,0,1678941,0,1227,124,163095,1352,16670254,1604775,10387908
46,Georgia,1655170,72,16810,3,1637198,161,1162,0,416374,4229,16915441,4255243,3975200
47,Pakistan,1528478,66,30371,0,1494141,0,3966,119,6683,133,28175958,123193,228714454
48,Ireland,1517112,0,7087,0,1452338,0,57687,37,301110,1407,12063637,2394339,5038400
49,Norway,1426013,0,2932,0,N/A,N/A,N/A,20,259342,533,11002430,2000961,5498572
50,Kazakhstan,1305543,10,13660,0,1291078,12,805,24,68045,712,11575012,603293,19186398
51,Hong Kong,1204210,0,9308,0,N/A,N/A,N/A,115,158283,1223,44972952,5911321,7607936
52,Singapore,1197908,0,1335,0,1132574,0,63999,6,201863,225,23712995,3995937,5934277
53,Morocco,1164953,0,16069,0,1148474,0,410,293,30894,426,11237010,297996,37708607
54,Bulgaria,1156729,0,36913,0,978145,0,141671,82,168790,5386,9848912,1437158,6853049
55,Croatia,1122459,0,15828,0,1100854,0,5777,24,276530,3899,4786857,1179292,4059093
56,Cuba,1102941,0,8526,0,1093508,0,907,23,97485,754,12920253,1141970,11314005
57,Lebanon,1096955,0,10386,0,1081770,0,4799,186,162039,1534,4795578,708389,6769695
58,Lithuania,1058195,0,9094,0,1023749,0,25352,35,398863,3428,8247311,3108638,2653030
59,Tunisia,1040193,0,28550,0,N/A,N/A,N/A,29,86365,2370,4572976,379683,12044209
60,Finland,1023013,0,3939,0,46000,0,973074,24,184114,709,10720282,1929350,5556421
61,Slovenia,1010058,0,6592,0,990337,0,13129,23,485731,3170,2646120,1272504,2079459
62,Belarus,980345,0,6947,0,928536,0,44862,0,103810,736,13157373,1393250,9443653
63,Nepal,978810,0,11951,0,966629,0,230,0,32527,397,5636303,187299,30092577
64,New Zealand,936697,5728,707,5,883593,5705,52397,0,187261,141,7081425,1415690,5002100
65,Bolivia,904974,0,21910,0,858434,0,24630,220,75645,1831,2699040,225607,11963463
66,UAE,898571,0,2302,0,881831,0,14438,0,88894,228,155925308,15425351,10108380
67,Uruguay,895775,0,7197,0,886654,0,1924,18,256251,2059,6091188,1742485,3495691
68,Ecuador,869696,0,35598,0,N/A,N/A,N/A,759,47965,1963,2470170,136235,18131709
69,Costa Rica,852074,0,8405,0,832853,0,10816,45,164526,1623,4291131,828568,5178975
70,Guatemala,846546,0,17584,0,826602,0,2360,5,45710,949,4454022,240498,18519975
71,Latvia,822013,0,5760,0,808909,0,7344,11,444771,3117,7174863,3882144,1848170
72,Azerbaijan,792562,0,9709,0,782761,0,92,0,76904,942,6814486,661222,10305891
73,Panama,776420,0,8184,0,762170,0,6066,8,174922,1844,5873370,1323233,4438653
74,Saudi Arabia,754011,0,9088,0,741673,0,3250,45,21060,254,41892775,1170099,35802769
75,Sri Lanka,663362,0,16504,0,646125,0,733,0,30744,765,6486117,300603,21577036
76,Paraguay,649455,0,18870,0,624673,0,5912,2,89060,2588,2623300,359733,7292354
77,Kuwait,631409,0,2555,0,628090,0,764,8,143968,583,8007805,1825861,4385769
78,Myanmar,612883,0,19434,0,591812,0,1637,0,11128,353,7954939,144438,55075204
79,Palestine,581940,0,5353,0,576242,0,345,17,109435,1007,3078533,578927,5317654
80,Dominican Republic,579248,0,4376,0,574601,0,271,6,52438,396,3274131,296399,11046352
81,Estonia,572193,0,2539,0,511039,0,58615,3,430816,1912,3326696,2504737,1328162
82,Bahrain,568706,0,1475,0,563892,0,3339,3,314309,815,9721489,5372820,1809383
83,Venezuela,522325,0,5709,0,515675,0,941,230,18464,202,3359014,118739,28288977
84,Moldova,516986,0,11489,0,504142,0,1355,49,128704,2860,3216305,800701,4016861
85,Egypt,515645,0,24613,0,442182,0,48850,122,4871,233,3693367,34891,105854445
86,Libya,501904,0,6430,0,490973,0,4501,101,71276,913,2477219,351791,7041726
87,Cyprus,474267,0,1020,0,124370,0,348877,60,387666,834,9477138,7746608,1223392
88,Ethiopia,470568,0,7510,0,455383,0,7675,11,3916,63,4789701,39862,120155855
89,Mongolia,469885,0,2179,0,313256,0,154450,192,139243,646,4030048,1194237,3374580
90,Honduras,423179,0,10893,0,132318,0,279968,105,41521,1069,1263329,123954,10191929
91,Armenia,422871,4,8622,0,411485,435,2764,0,142221,2900,3053893,1027090,2973346
92,Oman,389126,0,4258,0,384243,0,625,4,72823,797,25000000,4678645,5343427
93,Bosnia and Herzegovina,377087,0,15765,0,192218,0,169104,0,116256,4860,1758191,542049,3243599
94,Réunion,374295,0,742,0,355605,0,17948,10,412688,818,1603660,1768155,906968
95,Qatar,364602,0,677,0,363365,0,560,3,129853,241,3440937,1225490,2807805
96,Kenya,323773,0,5649,0,317960,0,164,0,5789,101,3598809,64344,55931142
97,Zambia,319594,0,3976,0,314690,0,928,0,16540,206,3423665,177184,19322611
98,North Macedonia,309571,0,9280,0,299738,0,553,0,148602,4455,2018029,968708,2083218
99,Botswana,305859,0,2688,0,303026,0,145,1,125444,1102,2026898,831303,2438217
100,Albania,275107,0,3496,0,271213,0,398,2,95787,1217,1806414,628960,2872065
101,Algeria,265780,0,6875,0,178355,0,80550,6,5868,152,230861,5097,45295189
102,Nigeria,255716,0,3143,0,249896,0,2677,11,1187,15,5075820,23559,215455399
103,Zimbabwe,247875,0,5469,0,241689,0,717,12,16246,358,2256453,147891,15257569
104,Uzbekistan,238596,0,1637,0,236670,0,289,23,6945,48,1377915,40109,34353954
105,Luxembourg,237856,0,1064,0,227197,0,9595,3,369025,1651,4227288,6558480,644553
106,Montenegro,235228,0,2714,0,231778,0,736,6,374441,4320,2452639,3904164,628211
107,Mozambique,225384,0,2201,0,223113,0,70,13,6861,67,1313202,39973,32851901
108,China,216587,920,5060,38,187525,3447,24002,447,150,4,160000000,111163,1439323776
109,Laos,207469,0,744,0,7660,0,199065,0,27781,100,1232128,164985,7468129
110,Kyrgyzstan,200993,1,2991,0,196403,3,1599,131,29907,445,1907195,283787,6720517
111,Iceland,185579,0,119,0,75685,0,109775,0,537469,345,1953616,5658014,345283
112,Maldives,179171,0,298,0,163687,0,15186,25,321149,534,2213831,3968100,557907
113,Afghanistan,178899,20,7683,0,161891,8,9325,1124,4414,190,944514,23306,40527019
114,Uganda,164069,0,3596,0,100205,0,60268,2,3392,74,2612795,54012,48374300
115,El Salvador,162089,0,4128,0,150662,0,7299,8,24762,631,1950448,297964,6545909
116,Ghana,161173,0,1445,0,159691,0,37,1,4997,45,2435846,75517,32255757
117,Namibia,158649,0,4025,0,153662,0,962,0,60442,1533,1005918,383232,2624828
118,Martinique,153253,0,926,0,104,0,152223,8,408965,2471,828928,2212044,374734
119,Trinidad and Tobago,147867,0,3829,0,135209,0,8829,18,105037,2720,704554,500481,1407755
120,Brunei,141911,61,218,0,141022,130,671,1,318814,490,717784,1612559,445121
121,Guadeloupe,140130,0,854,0,2250,0,137026,19,350107,2134,938039,2343639,400249
122,Cambodia,136252,1,3056,0,133095,22,101,0,7949,178,2952645,172256,17141015
123,Taiwan,132955,17085,868,3,27138,1163,104949,0,5564,36,14823815,620362,23895412
124,Jamaica,129978,0,2962,0,83358,0,43658,0,43547,992,996159,333750,2984745
125,Rwanda,129806,0,1459,0,45522,0,82825,0,9589,108,5270395,389314,13537638
126,Cameroon,119780,0,1927,0,117791,0,62,13,4316,69,1751774,63125,27750700
127,Angola,99194,0,1900,0,97149,0,145,0,2856,55,1499795,43184,34729987
128,Malta,91741,0,698,0,87119,0,3924,4,206769,1573,1883103,4244205,443688
129,DRC,87023,0,1337,0,50930,0,34756,0,921,14,846704,8957,94525115
130,Senegal,85997,0,1966,0,84015,0,16,0,4901,112,1069522,60947,17548413
131,Malawi,85781,0,2634,0,82066,0,1081,67,4282,131,574139,28662,20031240
132,Ivory Coast,81930,0,799,0,81097,0,34,0,2972,29,1500074,54411,27569286
133,French Guiana,80859,0,395,0,11254,0,69210,2,258503,1263,627211,2005169,312797
134,Suriname,79336,0,1328,0,49401,0,28607,0,133065,2227,235950,395743,596220
135,Channel Islands,74383,0,169,0,73224,0,990,0,420752,956,1252808,7086579,176786
136,French Polynesia,72720,0,648,0,N/A,N/A,N/A,7,256174,2283,0,0,283870
137,Eswatini,70643,0,1397,0,68860,0,386,11,59762,1182,1015212,858837,1182077
138,Barbados,70080,0,394,0,65563,0,4123,0,243319,1368,649047,2253502,288017
139,Fiji,64634,0,862,0,62763,0,1009,0,71160,949,507722,558984,908295
140,Madagascar,64152,0,1391,0,59370,0,3391,14,2213,48,422372,14570,28988972
141,Guyana,63473,0,1228,0,62143,0,102,1,79994,1548,596356,751574,793476
142,Sudan,62117,0,4931,0,N/A,N/A,N/A,0,1359,108,562941,12314,45716112
143,New Caledonia,60517,0,312,0,60102,0,103,9,208317,1074,98964,340662,290505
144,Bhutan,59219,56,21,0,57889,141,1309,1,75236,27,2299415,2921350,787107
145,Mauritania,58688,0,982,0,57695,0,11,0,12045,202,804074,165023,4872490
146,Belize,57497,0,676,0,56604,0,217,6,139966,1646,539513,1313345,410793
147,Cabo Verde,56022,0,401,0,55553,0,68,23,98804,707,400982,707196,567003
148,Syria,55813,0,3150,0,52159,0,504,0,3054,172,146269,8003,18275834
149,Gabon,47602,0,304,0,47285,0,13,0,20505,131,1593622,686463,2321497
150,Papua New Guinea,43800,0,649,0,43100,0,51,7,4732,70,249149,26917,9256112
151,Seychelles,42474,0,166,0,41727,0,581,0,427055,1669,0,0,99458
152,Curaçao,42241,0,274,0,41612,0,355,3,255515,1657,496693,3004488,165317
153,Andorra,41349,0,153,0,40689,0,507,14,533597,1974,249838,3224091,77491
154,Burundi,39998,0,38,0,773,0,39187,0,3191,3,345742,27579,12536394
155,Mauritius,37642,0,990,0,35895,0,757,0,29509,776,358675,281177,1275618
156,Mayotte,37363,0,187,0,2964,0,34212,0,131182,657,176919,621167,284817
157,Togo,36985,0,273,0,36688,0,24,0,4284,32,729891,84551,8632524
158,Guinea,36459,0,440,0,35976,0,43,8,2645,32,660107,47895,13782255
159,Aruba,34846,0,212,0,34516,0,118,3,323869,1970,177885,1653314,107593
160,Faeroe Islands,34658,0,28,0,7693,0,26937,5,704402,569,778000,15812365,49202
161,Tanzania,33872,0,803,0,N/A,N/A,N/A,7,539,13,0,0,62836114
162,Bahamas,33558,0,798,0,32355,0,405,0,83874,1995,229817,574400,400099
163,Lesotho,32910,0,697,0,24155,0,8058,0,15143,321,431221,198424,2173229
164,Mali,30833,0,732,0,29893,0,208,0,1447,34,666574,31274,21314211
165,Haiti,30690,0,835,0,29520,0,335,0,2633,72,132422,11361,11656085
166,Isle of Man,28416,0,87,0,26794,0,1535,0,330981,1013,150753,1755923,85854
167,Benin,26952,0,163,0,25506,0,1283,5,2122,13,604310,47575,12702153
168,Somalia,26485,0,1350,0,13182,0,11953,0,1586,81,400466,23978,16701617
169,Congo,24079,0,385,0,20178,0,3516,0,4176,67,347815,60324,5765738
170,Saint Lucia,23394,0,368,0,22815,0,211,0,126346,1987,143281,773831,185158
171,Timor-Leste,22863,0,130,0,22722,0,11,0,16759,95,262493,192409,1364242
172,Cayman Islands,22223,0,27,0,8553,0,13643,1,331044,402,222773,3318531,67130
173,Burkina Faso,20853,0,382,0,20439,0,32,0,950,17,248995,11345,21948289
174,Nicaragua,18491,0,225,0,4225,0,14041,0,2732,33,0,0,6768324
175,Gibraltar,17837,0,102,0,16579,0,1156,0,529712,3029,534283,15866807,33673
176,South Sudan,17461,0,138,0,13514,0,3809,1,1527,12,381528,33370,11433118
177,Tajikistan,17388,0,124,0,17264,0,0,0,1751,12,0,0,9928279
178,Liechtenstein,17185,0,84,0,16972,0,129,1,448367,2192,102174,2665780,38328
179,San Marino,16437,0,115,0,15960,0,362,4,482575,3376,149271,4382461,34061
180,Equatorial Guinea,15907,0,183,0,15698,0,26,5,10697,123,310972,209126,1487006
181,Djibouti,15611,0,189,0,15411,0,11,0,15392,186,303924,299667,1014206
182,Solomon Islands,14786,0,141,0,13307,0,1338,2,20605,196,5117,7131,717597
183,CAR,14649,0,113,0,6859,0,7677,2,2940,23,81294,16315,4982920
184,Grenada,14629,0,220,0,14029,0,380,4,128919,1939,149943,1321386,113474
185,Bermuda,13488,0,131,0,12981,0,376,0,218048,2118,876273,14165880,61858
186,Dominica,12033,0,63,0,11929,0,41,0,166404,871,188110,2601366,72312
187,Gambia,11995,0,365,0,11591,0,39,0,4722,144,155686,61283,2540446
188,Greenland,11971,0,21,0,2761,0,9189,4,210202,369,164926,2895979,56950
189,Yemen,11818,0,2149,0,9009,0,660,23,381,69,265253,8550,31023829
190,Monaco,11770,0,54,0,11573,0,143,4,296101,1358,54960,1382642,39750
191,Saint Martin,10462,0,63,0,1399,0,9000,7,262409,1580,112382,2818782,39869
192,Tonga,10196,0,11,0,8923,0,1262,0,94512,102,454376,4211865,107880
193,Sint Maarten,10036,0,86,0,9878,0,72,10,229321,1965,62056,1417969,43764
194,Eritrea,9734,0,103,0,9631,0,0,0,2677,28,23693,6516,3635951
195,Caribbean Netherlands,9729,0,34,0,9619,0,76,0,364819,1275,30126,1129669,26668
196,Samoa,9592,0,19,0,1605,0,7968,4,47764,95,65949,328400,200819
197,Niger,8941,0,309,0,8524,0,108,1,347,12,250347,9702,25803749
198,Guinea-Bissau,8202,0,171,0,7528,0,503,6,3995,83,134285,65415,2052815
199,Comoros,8100,0,160,0,7933,0,7,0,8966,177,0,0,903381
200,Sierra Leone,7681,0,125,0,N/A,N/A,N/A,0,928,15,259958,31423,8272811
201,Antigua and Barbuda,7626,0,136,0,7443,0,47,1,76714,1368,18901,190136,99408
202,Liberia,7434,0,294,0,5747,0,1393,2,1409,56,139824,26510,5274440
203,Chad,7411,0,193,0,4874,0,2344,0,429,11,191341,11070,17285158
204,Vanuatu,7330,0,13,0,6726,0,591,3,22890,41,24976,77993,320232
205,St. Vincent Grenadines,6784,0,106,0,6641,0,37,0,60798,950,98908,886407,111583
206,British Virgin Islands,6355,0,62,0,N/A,N/A,N/A,1,207693,2026,103049,3367834,30598
207,Turks and Caicos,5963,0,36,0,5862,0,65,4,150308,907,488787,12320705,39672
208,Sao Tome and Principe,5957,0,73,0,5880,0,4,0,26291,322,29036,128148,226581
209,Saint Kitts and Nevis,5562,0,43,0,5518,0,1,0,103220,798,65141,1208889,53885
210,Cook Islands,5031,0,1,0,4733,0,297,0,285966,57,16607,943955,17593
211,Palau,4610,0,6,0,3984,0,620,1,252589,329,46016,2521287,18251
212,St. Barth,4544,0,6,0,N/A,N/A,N/A,0,457511,604,78646,7918445,9932
213,Kiribati,3081,0,13,0,2601,0,467,3,25091,106,0,0,122792
214,Anguilla,2788,0,9,0,2766,0,13,4,182856,590,51382,3369974,15247
215,Saint Pierre Miquelon,2701,0,1,0,2449,0,251,1,470394,174,23446,4083246,5742
216,Diamond Princess,712,0,13,0,699,0,0,0,0,0,0,0,0
217,Wallis and Futuna,454,0,7,0,438,0,9,0,41728,643,20508,1884926,10880
218,Montserrat,241,0,2,0,176,0,63,0,48219,400,10033,2007403,4998
219,Falkland Islands,128,0,0,0,N/A,N/A,N/A,0,34925,0,8632,2355252,3665
220,Macao,82,0,0,0,82,0,0,0,123,0,5375,8077,665481
221,Vatican City,29,0,0,0,29,0,0,0,36025,0,0,0,805
222,Marshall Islands,17,0,0,0,14,0,3,0,284,0,0,0,59919
223,Western Sahara,10,0,1,0,9,0,0,0,16,2,0,0,624117
224,MS Zaandam,9,0,2,0,7,0,0,0,0,0,0,0,0
225,Niue,9,0,0,0,7,0,2,0,5468,0,0,0,1646
226,Nauru,5,0,0,0,3,0,2,0,457,0,0,0,10948
227,Micronesia,3,0,0,0,1,0,2,0,26,0,0,0,117222
228,Saint Helena,2,0,0,0,2,0,0,0,327,0,0,0,6110
