,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious,Tot per 1M,Deaths per 1M,Tests,Tests per 1M,Pop
34,Chile,3569492,0,57597,0,3434603,0,77292,197,183826,2966,37210046,1916287,19417781
35,Peru,3568692,0,212906,0,N/A,N/A,N/A,295,105533,6296,29981447,886608,33815913
36,Greece,3348756,0,29315,0,3248273,0,71168,224,324193,2838,80328232,7776584,10329501
37,Denmark,2970809,807,6226,8,2951608,1509,12975,8,509600,1068,127272381,21831758,5829690
38,Romania,2898258,730,65551,8,2606660,0,226047,156,152525,3450,22810626,1200440,19001890
39,Sweden,2503090,0,18791,0,2472416,0,11883,16,245041,1840,18534055,1814395,10215004
40,Iraq,2325467,70,25213,1,2298866,149,1388,12,55526,602,18493357,441572,41880731
41,Serbia,2008740,0,16015,0,1978619,0,14106,23,231616,1847,9522660,1098004,8672699
42,Bangladesh,1952766,19,29127,0,1897046,258,26593,1273,11644,174,14004592,83507,167704846
43,Hungary,1903200,0,46266,0,1808061,0,48873,40,197935,4812,11355462,1180982,9615274
44,Slovakia,1784410,504,19961,9,1752249,1732,12200,48,326546,3653,7109492,1301032,5464502
45,Jordan,1694216,0,14048,0,1678941,0,1227,124,163073,1352,16670254,1604561,10389291
46,Georgia,1655221,0,16811,0,1637293,0,1117,0,416398,4229,16920079,4256522,3975095
47,Pakistan,1528654,30,30372,0,1494141,0,4141,101,6682,133,28220768,123357,228773146
48,Ireland,1521474,0,7108,0,1470004,0,44362,39,301930,1411,12088609,2398936,5039154
49,Norway,1427485,0,3006,0,N/A,N/A,N/A,20,259583,547,11002430,2000751,5499150
50,Kazakhstan,1305573,7,13661,1,1291252,65,660,24,68036,712,11575012,603196,19189465
51,Singapore,1208917,0,1344,0,1145576,0,61997,6,203696,226,23767171,4004643,5934904
52,Hong Kong,1206041,324,9344,11,N/A,N/A,N/A,5,158507,1228,44972952,5910676,7608766
53,Morocco,1165084,0,16069,0,1148708,0,307,293,30892,426,11237010,297949,37714582
54,Bulgaria,1158793,0,36965,0,988914,0,132914,77,169109,5395,9877826,1441526,6852339
55,Croatia,1126501,778,15874,9,1105260,1023,5367,16,277549,3911,4807551,1184491,4058749
56,Cuba,1103606,0,8527,0,1094417,0,662,23,97544,754,12920253,1141979,11313911
57,Lebanon,1097268,0,10395,0,1083156,0,3717,186,162095,1536,4795578,708433,6769280
58,Lithuania,1059356,168,9114,2,1028502,818,21740,20,399378,3436,8262024,3114789,2652515
59,Finland,1052767,0,4150,0,46000,0,1002617,21,189465,747,10773620,1938908,5556539
60,Tunisia,1040712,0,28566,0,N/A,N/A,N/A,29,86396,2371,4584296,380569,12045897
61,Slovenia,1014699,725,6608,3,996371,1158,11720,17,487962,3178,2650666,1274688,2079463
62,Belarus,981838,579,6966,3,928536,0,46336,0,103968,738,13191812,1396903,9443611
63,Nepal,978914,15,11951,0,966747,17,216,0,32522,397,5650847,187737,30099745
64,New Zealand,977380,7421,797,23,923036,8295,53547,0,195394,159,7099152,1419234,5002100
65,Bolivia,905212,0,21924,0,860297,0,22991,220,75651,1832,2705422,226099,11965638
66,UAE,899835,198,2302,0,883740,279,13793,0,89004,228,156887853,15518068,10110012
67,Uruguay,899723,0,7210,0,888557,0,3956,18,257369,2062,6091188,1742403,3495855
68,Ecuador,870526,0,35598,0,N/A,N/A,N/A,759,48002,1963,2470170,136207,18135371
69,Costa Rica,857290,0,8421,0,836721,0,12148,42,165512,1626,4291131,828466,5179610
70,Guatemala,848098,0,17653,0,828221,0,2224,5,45782,953,4486196,242176,18524509
71,Latvia,824046,314,5789,9,812244,2099,6013,7,445940,3133,7196647,3894528,1847887
72,Azerbaijan,792607,8,9709,0,782846,7,52,0,76899,942,6829482,662597,10307138
73,Panama,782265,0,8189,0,764407,0,9669,8,176202,1845,5909455,1331084,4439581
74,Saudi Arabia,754842,219,9099,3,742348,109,3395,53,21079,254,41954451,1171579,35810181
75,Sri Lanka,663503,0,16507,0,646136,0,860,0,30749,765,6486117,300586,21578260
76,Paraguay,649455,0,18870,0,624673,0,5912,2,89045,2587,2623300,359674,7293551
77,Kuwait,631409,0,2555,0,628090,0,764,8,143939,582,8007805,1825501,4386633
78,Myanmar,612965,0,19434,0,591902,0,1629,0,11129,353,7998369,145213,55080179
79,Palestine,581940,0,5353,0,576242,0,345,17,109402,1006,3078533,578750,5319279
80,Dominican Republic,579572,0,4376,0,574824,0,372,1,52460,396,3283648,297221,11047837
81,Estonia,572434,0,2548,0,511857,0,58029,3,430993,1918,3329716,2506988,1328174
82,Bahrain,570761,0,1477,0,565928,0,3356,2,315303,816,9737995,5379525,1810196
83,Venezuela,522587,0,5709,0,515871,0,1007,230,18474,202,3359014,118744,28287881
84,Moldova,516986,0,11489,0,504142,0,1355,49,128708,2860,3216305,800726,4016734
85,Egypt,515645,0,24613,0,442182,0,48850,122,4870,232,3693367,34882,105880852
86,Libya,501904,0,6430,0,490973,0,4501,101,71263,913,2477219,351728,7043003
87,Cyprus,474267,0,1020,0,124370,0,348877,60,387628,834,9477138,7745848,1223512
88,Ethiopia,470686,0,7510,0,455720,0,7456,5,3916,62,4804225,39970,120194875
89,Mongolia,469885,0,2179,0,313256,0,154450,192,139213,646,4030048,1193982,3375301
90,Honduras,423794,0,10895,0,132358,0,280541,105,41573,1069,1358559,133269,10194082
91,Armenia,422877,0,8622,0,412026,0,2229,0,142219,2900,3059332,1028893,2973422
92,Oman,389126,0,4258,0,384243,0,625,4,72799,797,25000000,4677088,5345206
93,Bosnia and Herzegovina,377229,0,15768,0,192218,0,169243,0,116309,4862,1761186,543019,3243322
94,Réunion,374295,0,742,0,355605,0,17948,10,412649,818,1603660,1767985,907055
95,Qatar,364981,86,677,0,363749,49,555,2,129988,241,3458983,1231917,2807805
96,Kenya,323818,0,5649,0,318042,0,127,0,5788,101,3608332,64495,55947360
97,Zambia,319755,0,3976,0,315266,0,513,1,16542,206,3429405,177417,19329671
98,North Macedonia,310063,0,9284,0,300107,0,672,0,148839,4457,2026507,972778,2083217
99,Botswana,305859,0,2688,0,303026,0,145,1,125410,1102,2026898,831082,2438867
100,Albania,275266,0,3496,0,271480,0,290,2,95844,1217,1810232,630299,2872022
101,Taiwan,268569,36213,896,10,32318,1345,235355,0,11239,37,15134584,633352,23895999
102,Algeria,265786,0,6875,0,178359,0,80552,6,5866,152,230861,5096,45306021
103,Nigeria,255766,0,3143,0,249914,0,2709,11,1187,15,5075820,23551,215525408
104,Zimbabwe,248150,0,5472,0,241939,0,739,12,16261,359,2264510,148390,15260526
105,Luxembourg,240675,0,1068,0,230342,0,9265,1,373318,1657,4236553,6571437,644692
106,Uzbekistan,238660,9,1637,0,236784,7,239,23,6946,48,1377915,40102,34360583
107,Montenegro,235549,0,2717,0,232226,0,606,6,374951,4325,2457145,3911331,628212
108,Mozambique,225407,0,2201,0,223159,0,47,13,6859,67,1314949,40012,32863910
109,Laos,208368,0,748,0,7660,0,199960,0,27896,100,1232128,164953,7469572
110,Kyrgyzstan,200993,0,2991,0,196406,0,1596,131,29901,445,1907195,283725,6721988
111,Iceland,185795,0,119,0,75685,0,109991,0,538048,345,2264004,6556382,345313
112,Maldives,179171,0,298,0,163687,0,15186,25,321073,534,2213831,3967169,558038
113,Afghanistan,178919,14,7684,0,161924,8,9311,1124,4414,190,945154,23315,40539025
114,Uganda,164069,0,3596,0,100205,0,60268,2,3390,74,2612795,53990,48394130
115,El Salvador,162089,0,4128,0,150662,0,7299,8,24760,631,1950448,297944,6546355
116,Ghana,161222,0,1445,0,159746,0,31,1,4997,45,2438745,75586,32264636
117,Namibia,158989,0,4026,0,153662,0,1301,0,60557,1533,1010056,384716,2625457
118,Martinique,153253,0,926,0,104,0,152223,8,408969,2471,828928,2212067,374730
119,Trinidad and Tobago,149950,0,3845,0,137428,0,8677,18,106512,2731,713691,506949,1407817
120,Brunei,142465,153,218,0,141631,91,616,1,320018,490,717784,1612353,445178
121,Guadeloupe,140130,0,854,0,2250,0,137026,19,350106,2134,938039,2343633,400250
122,Cambodia,136260,1,3056,0,133172,5,32,0,7948,178,2956510,172450,17144176
123,Jamaica,130596,0,2972,0,84044,0,43580,0,43752,996,1011279,338796,2984921
124,Rwanda,129825,0,1459,0,45522,0,82844,0,9587,108,5290391,390664,13542037
125,Cameroon,119780,0,1927,0,117791,0,62,13,4315,69,1751774,63105,27759755
126,Angola,99194,0,1900,0,97149,0,145,0,2855,55,1499795,43167,34744019
127,Malta,92597,122,708,0,88498,285,3391,4,208691,1596,1892984,4266322,443704
128,DRC,87023,0,1337,0,50930,0,34756,0,920,14,846704,8954,94562480
129,Senegal,86012,0,1966,0,84030,2,16,0,4900,112,1073132,61132,17554461
130,Malawi,85797,0,2634,0,82072,0,1091,67,4282,131,575430,28717,20038016
131,Ivory Coast,81968,0,799,0,81142,0,27,0,2972,29,1504696,54561,27578236
132,French Guiana,80859,0,395,0,11254,0,69210,2,258416,1262,627211,2004490,312903
133,Suriname,79393,0,1328,0,49402,0,28663,0,133144,2227,236066,395890,596292
134,Channel Islands,74865,0,172,0,73987,0,706,0,423425,973,1252808,7085697,176808
135,French Polynesia,72765,0,648,0,N/A,N/A,N/A,7,256312,2283,0,0,283892
136,Barbados,72282,0,402,0,68533,0,3347,0,250960,1396,655595,2276198,288022
137,Eswatini,70964,0,1399,0,69019,0,546,11,60025,1183,1017541,860688,1182241
138,Fiji,64699,0,862,0,62815,0,1022,0,71224,949,508406,559682,908384
139,Madagascar,64181,0,1391,0,59370,0,3420,14,2213,48,426220,14698,28998729
140,Guyana,63533,0,1228,0,62204,0,101,1,80064,1548,601903,758515,793528
141,Sudan,62135,0,4933,0,N/A,N/A,N/A,0,1359,108,562941,12310,45730136
142,New Caledonia,60749,0,312,0,60231,0,206,9,209089,1074,98964,340619,290542
143,Bhutan,59450,28,21,0,59142,109,287,2,75519,27,2302054,2924272,787223
144,Mauritania,58707,0,982,0,57700,0,25,0,12045,201,806279,165419,4874165
145,Belize,57578,0,676,0,56664,0,238,6,140130,1645,543001,1321521,410891
146,Cabo Verde,56046,0,401,0,55568,0,77,23,98832,707,400982,707093,567085
147,Syria,55837,0,3150,0,52262,0,425,0,3054,172,146269,8001,18281658
148,Gabon,47602,0,304,0,47285,0,13,0,20499,131,1593622,686251,2322216
149,Papua New Guinea,43821,0,650,0,43133,0,38,7,4733,70,249149,26910,9258431
150,Seychelles,42841,0,166,0,42223,0,452,0,430710,1669,0,0,99466
151,Curaçao,42241,0,274,0,41612,0,355,3,255501,1657,496693,3004325,165326
152,Andorra,41717,0,153,0,41021,0,543,14,538339,1974,249838,3224049,77492
153,Burundi,40736,61,38,0,773,0,39925,0,3248,3,345742,27568,12541253
154,Mauritius,37744,11,990,0,36042,11,712,0,29588,776,358675,281171,1275647
155,Mayotte,37363,0,187,0,2964,0,34212,0,131141,656,176919,620971,284907
156,Togo,36996,0,273,0,36705,0,18,0,4284,32,731826,84749,8635182
157,Guinea,36459,0,440,0,35976,0,43,8,2644,32,660107,47878,13787140
158,Aruba,34846,0,212,0,34516,0,118,3,323851,1970,177885,1653222,107599
159,Faeroe Islands,34658,0,28,0,7693,0,26937,5,704374,569,778000,15811723,49204
160,Tanzania,33872,0,803,0,N/A,N/A,N/A,7,539,13,0,0,62859450
161,Bahamas,33655,0,798,0,32388,0,469,0,84106,1994,229817,574327,400150
162,Lesotho,32910,0,697,0,24155,0,8058,0,15142,321,431221,198403,2173460
163,Mali,30888,0,732,0,29990,0,166,0,1449,34,668833,31368,21322211
164,Haiti,30703,0,835,0,29555,0,313,0,2634,72,132422,11359,11657984
165,Isle of Man,28416,0,87,0,26794,0,1535,0,330957,1013,150753,1755800,85860
166,Benin,26952,0,163,0,25506,0,1283,5,2121,13,604310,47559,12706506
167,Somalia,26485,0,1350,0,13182,0,11953,0,1585,81,400466,23969,16707698
168,Congo,24079,0,385,0,20178,0,3516,0,4175,67,347815,60305,5767599
169,Saint Lucia,23612,0,368,0,22977,0,267,0,127516,1987,143281,773785,185169
170,Timor-Leste,22883,0,130,0,22730,0,23,0,16769,95,263328,192973,1364585
171,Cayman Islands,22828,0,27,0,8553,0,14248,1,340006,402,222773,3318037,67140
172,Burkina Faso,20853,0,382,0,20439,0,32,0,950,17,248995,11341,21956149
173,Nicaragua,18491,0,225,0,4225,0,14041,0,2732,33,0,0,6769400
174,Gibraltar,17996,0,102,0,16579,0,1315,0,534434,3029,534283,15866807,33673
175,South Sudan,17491,0,138,0,13514,0,3839,1,1530,12,385179,33684,11434910
176,Tajikistan,17388,0,124,0,17264,0,0,0,1751,12,0,0,9931212
177,Liechtenstein,17260,30,84,0,17072,2,104,0,450312,2192,102174,2665710,38329
178,San Marino,16561,0,115,0,16175,0,271,4,486202,3376,152231,4469233,34062
179,Solomon Islands,16441,0,144,0,14797,0,1500,1,22904,201,5117,7128,717828
180,Equatorial Guinea,15910,0,183,0,15701,0,26,5,10695,123,317211,213231,1487639
181,Djibouti,15631,0,189,0,15427,0,15,0,15409,186,305941,301597,1014403
182,Grenada,15138,0,220,0,14298,0,620,4,133397,1939,152457,1343458,113481
183,CAR,14649,0,113,0,6859,0,7677,2,2939,23,81294,16311,4984069
184,Bermuda,13832,0,131,0,13289,0,412,0,223620,2118,885175,14310484,61855
185,Dominica,12161,0,63,0,12025,0,73,0,168167,871,191084,2642384,72315
186,Gambia,11995,0,365,0,11591,0,39,0,4720,144,155686,61260,2541378
187,Greenland,11971,0,21,0,2761,0,9189,4,210198,369,164926,2895928,56951
188,Monaco,11898,0,54,0,11692,0,152,4,299298,1358,54960,1382537,39753
189,Yemen,11819,0,2149,0,9009,0,661,23,381,69,265253,8547,31032824
190,Tonga,10765,61,11,0,9609,354,1145,0,99771,102,502224,4654661,107897
191,Saint Martin,10537,0,63,0,1399,0,9075,7,264231,1580,112382,2818145,39878
192,Samoa,10210,0,20,0,1605,0,8585,4,50837,100,73313,365037,200837
193,Sint Maarten,10065,0,86,0,9913,0,66,10,229947,1965,62056,1417742,43771
194,Caribbean Netherlands,9804,0,34,0,9714,0,56,0,367590,1275,30126,1129541,26671
195,Eritrea,9735,0,103,0,9631,0,1,0,2677,28,23693,6515,3636621
196,Niger,8957,0,309,0,8550,0,98,1,347,12,250880,9718,25815793
197,Guinea-Bissau,8213,0,171,0,7530,0,512,6,4000,83,135069,65777,2053452
198,Comoros,8100,0,160,0,7933,0,7,0,8964,177,0,0,903635
199,Vanuatu,7734,18,14,0,7443,181,277,0,24144,44,24976,77969,320331
200,Sierra Leone,7681,0,125,0,N/A,N/A,N/A,0,928,15,259958,31415,8275032
201,Antigua and Barbuda,7663,0,137,0,7471,0,55,1,77078,1378,18901,190115,99419
202,Liberia,7434,0,294,0,5747,0,1393,2,1409,56,139824,26502,5276068
203,Chad,7412,0,193,0,4874,0,2345,0,429,11,191341,11066,17291623
204,St. Vincent Grenadines,6787,0,106,0,6641,0,40,0,60822,950,98958,886816,111588
205,British Virgin Islands,6355,0,62,0,N/A,N/A,N/A,1,207673,2026,103049,3367504,30601
206,Turks and Caicos,5995,0,36,0,5918,0,41,4,151084,907,497269,12531981,39680
207,Sao Tome and Principe,5964,0,73,0,5884,0,7,0,26315,322,29036,128117,226637
208,Saint Kitts and Nevis,5570,0,43,0,5519,0,8,0,103357,798,70707,1312037,53891
209,Cook Islands,5246,0,1,0,5030,0,215,0,298170,57,17038,968398,17594
210,Palau,4690,0,6,0,4043,0,641,1,256958,329,46722,2559829,18252
211,St. Barth,4575,0,6,0,N/A,N/A,N/A,0,460632,604,78646,7918445,9932
212,Kiribati,3089,0,13,0,2601,0,475,3,25151,106,0,0,122817
213,Anguilla,2788,0,9,0,2766,0,13,4,182832,590,51382,3369532,15249
214,Saint Pierre Miquelon,2727,0,1,0,2449,0,277,1,474922,174,23545,4100488,5742
215,Diamond Princess,712,0,13,0,699,0,0,0,0,0,0,0,0
216,Wallis and Futuna,454,0,7,0,438,0,9,0,41739,644,20508,1885446,10877
217,Montserrat,452,0,2,0,221,0,229,0,90436,400,10135,2027811,4998
218,Falkland Islands,197,0,0,0,N/A,N/A,N/A,0,53737,0,8632,2354610,3666
219,Macao,82,0,0,0,82,0,0,0,123,0,5375,8075,665602
220,Vatican City,29,0,0,0,29,0,0,0,36025,0,0,0,805
221,Marshall Islands,17,0,0,0,14,0,3,0,284,0,0,0,59924
222,Western Sahara,10,0,1,0,9,0,0,0,16,2,0,0,624319
223,MS Zaandam,9,0,2,0,7,0,0,0,0,0,0,0,0
224,Niue,9,0,0,0,8,0,1,0,5468,0,0,0,1646
225,Micronesia,7,0,0,0,1,0,6,0,60,0,0,0,117239
226,Nauru,5,0,0,0,3,0,2,0,457,0,0,0,10949
227,Saint Helena,2,0,0,0,2,0,0,0,327,0,0,0,6110
228,China,218945,374,5153,12,202277,1602,11515,659,152,4,160000000,111163,1439323776
