,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious,Tot per 1M,Deaths per 1M,Tests,Tests per 1M,Pop
41,Serbia,2007091,0,16002,0,1977662,0,13427,21,231419,1845,9497175,1095029,8672986
42,Bangladesh,1952726,0,29127,0,1896001,0,27598,1297,11645,174,13995586,83460,167691408
43,Hungary,1903200,0,46266,0,1808061,0,48873,40,197931,4812,11355462,1180957,9615474
44,Slovakia,1782607,765,19938,7,1746031,690,16638,70,326217,3649,7099765,1299257,5464480
45,Jordan,1694216,0,14048,0,1678941,0,1227,124,163086,1352,16670254,1604689,10388461
46,Georgia,1655221,0,16811,0,1637293,0,1117,0,416391,4229,16920079,4256454,3975158
47,Pakistan,1528564,46,30372,0,1494141,0,4051,110,6683,133,28202655,123297,228737931
48,Ireland,1517112,0,7087,0,1464123,2313,45902,39,301092,1407,12081430,2397727,5038702
49,Norway,1426491,0,2932,0,N/A,N/A,N/A,20,259418,533,11002430,2000877,5498803
50,Kazakhstan,1305551,3,13660,0,1291101,12,790,24,68041,712,11575012,603254,19187625
51,Hong Kong,1204793,0,9318,0,N/A,N/A,N/A,5,158353,1225,44972952,5911063,7608268
52,Singapore,1200976,0,1338,0,1140531,0,59107,6,202371,225,23767171,4004897,5934528
53,Morocco,1164984,0,16069,0,1148556,0,359,293,30892,426,11237010,297977,37710997
54,Bulgaria,1157199,0,36920,0,978533,0,141746,77,168866,5388,9855728,1438212,6852765
55,Croatia,1123578,549,15848,5,1103204,694,4526,21,276815,3904,4794945,1181325,4058956
56,Cuba,1103286,0,8527,0,1093878,0,881,23,97515,754,12920253,1141974,11313967
57,Lebanon,1097044,0,10387,0,1081770,0,4887,186,162056,1534,4795578,708406,6769529
58,Lithuania,1058779,234,9108,2,1026020,1219,23651,30,399114,3433,8255055,3111799,2652824
59,Tunisia,1040193,0,28550,0,N/A,N/A,N/A,29,86360,2370,4572976,379661,12044884
60,Finland,1023013,0,3939,0,46000,0,973074,24,184112,709,10720282,1929334,5556468
61,Slovenia,1011253,455,6598,3,991777,473,12878,22,486305,3173,2647758,1273291,2079461
62,Belarus,980828,0,6951,0,928536,0,45341,0,103861,736,13171246,1394722,9443636
63,Nepal,978865,29,11951,0,966697,23,217,0,32525,397,5643648,187525,30095444
64,New Zealand,952697,9269,731,18,895772,6452,56194,0,190459,146,7083851,1416175,5002100
65,Bolivia,905074,0,21923,0,859142,0,24009,220,75648,1832,2699040,225591,11964333
66,UAE,899242,209,2302,0,882880,289,14060,0,88954,228,156493149,15480526,10109033
67,Uruguay,895775,0,7197,0,886654,0,1924,18,256246,2059,6091188,1742452,3495757
68,Ecuador,869696,0,35598,0,N/A,N/A,N/A,759,47962,1963,2470170,136224,18133173
69,Costa Rica,852074,0,8405,0,832853,0,10816,45,164518,1623,4291131,828527,5179229
70,Guatemala,846632,0,17613,0,826812,0,2207,5,45710,951,4466318,241139,18521789
71,Latvia,823110,384,5777,7,809733,0,7600,8,445392,3126,7186387,3888618,1848057
72,Azerbaijan,792579,0,9709,0,782786,0,84,0,76902,942,6819005,661629,10306390
73,Panama,777658,0,8185,0,763170,0,6303,8,175187,1844,5883163,1325328,4439024
74,Saudi Arabia,754340,102,9093,0,742019,113,3228,52,21068,254,41921522,1170805,35805734
75,Sri Lanka,663408,0,16505,0,646129,0,774,0,30745,765,6486117,300596,21577526
76,Paraguay,649455,0,18870,0,624673,0,5912,2,89054,2587,2623300,359709,7292833
77,Kuwait,631409,0,2555,0,628090,0,764,8,143956,583,8007805,1825717,4386115
78,Myanmar,612914,0,19434,0,591847,0,1633,0,11128,353,7970408,144713,55077194
79,Palestine,581940,0,5353,0,576242,0,345,17,109422,1007,3078533,578856,5318304
80,Dominican Republic,579443,0,4376,0,574726,0,341,1,52453,396,3279736,296891,11046946
81,Estonia,572434,241,2548,9,511857,818,58029,3,430995,1918,3329716,2507001,1328167
82,Bahrain,569370,0,1476,0,564735,0,3159,1,314620,816,9727349,5375093,1809708
83,Venezuela,522514,0,5709,0,515728,0,1077,230,18471,202,3359014,118741,28288539
84,Moldova,516986,0,11489,0,504142,0,1355,49,128706,2860,3216305,800711,4016810
85,Egypt,515645,0,24613,0,442182,0,48850,122,4871,232,3693367,34888,105865008
86,Libya,501904,0,6430,0,490973,0,4501,101,71271,913,2477219,351766,7042237
87,Cyprus,474267,0,1020,0,124370,0,348877,60,387650,834,9477138,7746304,1223440
88,Ethiopia,470587,0,7510,0,455391,0,7686,11,3916,62,47913653,398711,120171463
89,Mongolia,469885,0,2179,0,313256,0,154450,192,139231,646,4030048,1194135,3374868
90,Honduras,423179,0,10893,0,132318,0,279968,105,41517,1069,1263329,123943,10192790
91,Armenia,422874,0,8622,0,412019,16,2233,0,142220,2900,3057702,1028360,2973377
92,Oman,389126,0,4258,0,384243,0,625,4,72814,797,25000000,4678022,5344139
93,Bosnia and Herzegovina,377087,0,15765,0,192218,0,169104,0,116260,4861,1758191,542068,3243488
94,Réunion,374295,0,742,0,355605,0,17948,10,412672,818,1603660,1768087,907003
95,Qatar,364728,0,677,0,363516,0,535,3,129898,241,3447199,1227720,2807805
96,Kenya,323792,0,5649,0,318002,0,141,0,5788,101,3602311,64399,55937629
97,Zambia,319755,0,3976,0,315266,0,513,1,16546,206,3429405,177456,19325435
98,North Macedonia,309769,0,9280,0,299865,0,624,0,148697,4455,2022649,970925,2083218
99,Botswana,305859,0,2688,0,303026,0,145,1,125430,1102,2026898,831215,2438477
100,Albania,275177,0,3496,0,271306,0,375,2,95812,1217,1807808,629449,2872048
101,Algeria,265782,0,6875,0,178358,0,80549,6,5867,152,230861,5096,45299522
102,Nigeria,255753,0,3143,0,249911,0,2699,11,1187,15,5075820,23556,215483403
103,Zimbabwe,247935,0,5470,0,241850,0,615,12,16249,358,2259285,148065,15258752
104,Uzbekistan,238628,1,1637,0,236746,10,245,23,6946,48,1377915,40106,34356605
105,Luxembourg,237856,0,1064,0,227197,0,9595,3,368993,1651,4227288,6557920,644608
106,Montenegro,235338,0,2715,0,231918,0,705,6,374616,4322,2454364,3906910,628211
107,Mozambique,225387,0,2201,0,223138,0,48,13,6860,67,1313728,39984,32856704
108,China,217836,384,5112,20,196458,4271,16266,615,151,4,160000000,111163,1439323776
109,Laos,207867,153,745,1,7660,0,199462,0,27832,100,1232128,164972,7468707
110,Kyrgyzstan,200993,0,2991,0,196405,0,1597,131,29905,445,1907195,283762,6721105
111,Iceland,185579,0,119,0,75685,0,109775,0,537451,345,1953616,5657817,345295
112,Maldives,179171,0,298,0,163687,0,15186,25,321119,534,2213831,3967731,557959
113,Afghanistan,178901,0,7683,0,161896,0,9322,1124,4414,190,944738,23309,40531821
114,Taiwan,173942,23139,876,5,28721,929,144345,0,7279,37,14936942,625091,23895647
115,Uganda,164069,0,3596,0,100205,0,60268,2,3391,74,2612795,54003,48382232
116,El Salvador,162089,0,4128,0,150662,0,7299,8,24761,631,1950448,297956,6546087
117,Ghana,161204,0,1445,0,159712,0,47,1,4997,45,2437331,75554,32259308
118,Namibia,158811,0,4025,0,153662,0,1124,0,60498,1533,1007690,383870,2625079
119,Martinique,153253,0,926,0,104,0,152223,8,408966,2471,828928,2212050,374733
120,Trinidad and Tobago,148630,0,3833,0,136167,0,8630,18,105578,2723,708367,503180,1407780
121,Brunei,141911,0,218,0,141022,0,671,1,318799,490,717784,1612480,445143
122,Guadeloupe,140130,0,854,0,2250,0,137026,19,350107,2134,938039,2343639,400249
123,Cambodia,136257,3,3056,0,133144,28,57,0,7949,178,2953579,172298,17142279
124,Jamaica,130299,0,2967,0,83689,0,43643,0,43654,994,1004132,336413,2984815
125,Rwanda,129812,0,1459,0,45522,0,82831,0,9588,108,5279288,389920,13539397
126,Cameroon,119780,0,1927,0,117791,0,62,13,4316,69,1751774,63117,27754322
127,Angola,99194,0,1900,0,97149,0,145,0,2856,55,1499795,43177,34735599
128,Malta,92150,175,702,2,87724,196,3724,4,207688,1582,1887959,4255083,443695
129,DRC,87023,0,1337,0,50930,0,34756,0,920,14,846704,8956,94540061
130,Senegal,86005,0,1966,0,84019,0,20,0,4900,112,1070306,60983,17550832
131,Malawi,85790,0,2634,0,82066,0,1090,67,4282,131,574794,28691,20033950
132,Ivory Coast,81957,0,799,0,81112,0,46,0,2972,29,1501863,54469,27572866
133,French Guiana,80859,0,395,0,11254,0,69210,2,258468,1263,627211,2004894,312840
134,Suriname,79336,0,1328,0,49401,0,28607,0,133059,2227,235950,395724,596249
135,Channel Islands,74383,0,169,0,73224,0,990,0,420730,956,1252808,7086219,176795
136,French Polynesia,72746,0,648,0,N/A,N/A,N/A,7,256257,2283,0,0,283879
137,Barbados,70793,0,398,0,66662,0,3733,0,245793,1382,651301,2261313,288019
138,Eswatini,70678,0,1397,0,68969,0,312,11,59788,1182,1015834,859316,1182142
139,Fiji,64646,0,862,0,62791,0,993,0,71170,949,508091,559368,908331
140,Madagascar,64181,0,1391,0,59370,0,3420,14,2214,48,426220,14701,28992875
141,Guyana,63484,0,1228,0,62143,0,113,1,80005,1548,598281,753980,793497
142,Sudan,62117,0,4931,0,N/A,N/A,N/A,0,1359,108,562941,12312,45721722
143,New Caledonia,60517,0,312,0,60102,0,103,9,208306,1074,98964,340644,290520
144,Bhutan,59274,27,21,0,58623,270,630,1,75302,27,2300918,2923089,787153
145,Mauritania,58694,0,982,0,57695,0,17,0,12044,202,804490,165086,4873160
146,Belize,57497,0,676,0,56604,0,217,6,139953,1645,539513,1313220,410832
147,Cabo Verde,56028,0,401,0,55556,0,71,23,98809,707,400982,707154,567036
148,Syria,55825,0,3150,0,52201,0,474,0,3054,172,146269,8002,18278163
149,Gabon,47602,0,304,0,47285,0,13,0,20502,131,1593622,686378,2321785
150,Papua New Guinea,43821,0,650,0,43133,0,38,7,4734,70,249149,26915,9257040
151,Seychelles,42474,0,166,0,41727,0,581,0,427042,1669,0,0,99461
152,Curaçao,42241,0,274,0,41612,0,355,3,255509,1657,496693,3004416,165321
153,Andorra,41349,0,153,0,40689,0,507,14,533597,1974,249838,3224091,77491
154,Burundi,39998,0,38,0,773,0,39187,0,3190,3,345742,27575,12538337
155,Mauritius,37691,0,990,0,35962,0,739,0,29547,776,358675,281175,1275629
156,Mayotte,37363,0,187,0,2964,0,34212,0,131166,656,176919,621089,284853
157,Togo,36991,0,273,0,36693,0,25,0,4285,32,731018,84671,8633587
158,Guinea,36459,0,440,0,35976,0,43,8,2645,32,660107,47889,13784209
159,Aruba,34846,0,212,0,34516,0,118,3,323863,1970,177885,1653283,107595
160,Faeroe Islands,34658,0,28,0,7693,0,26937,5,704388,569,778000,15812044,49203
161,Tanzania,33872,0,803,0,N/A,N/A,N/A,7,539,13,0,0,62845449
162,Bahamas,33582,0,798,0,32368,0,416,0,83930,1994,229817,574372,400119
163,Lesotho,32910,0,697,0,24155,0,8058,0,15143,321,431221,198416,2173321
164,Mali,30850,0,732,0,29942,0,176,0,1447,34,667082,31293,21317411
165,Haiti,30697,0,835,0,29522,0,340,0,2633,72,132422,11360,11656845
166,Isle of Man,28416,0,87,0,26794,0,1535,0,330973,1013,150753,1755882,85856
167,Benin,26952,0,163,0,25506,0,1283,5,2122,13,604310,47569,12703894
168,Somalia,26485,0,1350,0,13182,0,11953,0,1586,81,400466,23974,16704050
169,Congo,24079,0,385,0,20178,0,3516,0,4176,67,347815,60317,5766483
170,Saint Lucia,23459,0,368,0,22917,0,174,0,126694,1987,143281,773810,185163
171,Timor-Leste,22871,0,130,0,22723,0,18,0,16763,95,262824,192633,1364379
172,Cayman Islands,22223,0,27,0,8553,0,13643,1,331025,402,222773,3318333,67134
173,Burkina Faso,20853,0,382,0,20439,0,32,0,950,17,248995,11343,21951433
174,Nicaragua,18491,0,225,0,4225,0,14041,0,2732,33,0,0,6768755
175,Gibraltar,17837,0,102,0,16579,0,1156,0,529712,3029,534283,15866807,33673
176,South Sudan,17483,0,138,0,13514,0,3831,1,1529,12,381528,33368,11433834
177,Tajikistan,17388,0,124,0,17264,0,0,0,1751,12,0,0,9929452
178,Liechtenstein,17214,13,84,0,17031,15,99,1,449123,2192,102174,2665780,38328
179,San Marino,16476,0,115,0,16059,0,302,4,483706,3376,152231,4469233,34062
180,Equatorial Guinea,15907,0,183,0,15698,0,26,5,10696,123,310972,209091,1487259
181,Solomon Islands,15677,0,141,0,14109,0,1427,2,21844,196,5117,7130,717690
182,Djibouti,15631,0,189,0,15427,0,15,0,15411,186,305941,301632,1014285
183,Grenada,14743,0,220,0,14111,0,412,4,129921,1939,150740,1328375,113477
184,CAR,14649,0,113,0,6859,0,7677,2,2940,23,81294,16313,4983380
185,Bermuda,13488,0,131,0,12981,0,376,0,218051,2118,876273,14166109,61857
186,Dominica,12161,0,63,0,12025,0,73,0,168172,871,191084,2642457,72313
187,Gambia,11995,0,365,0,11591,0,39,0,4721,144,155686,61274,2540819
188,Greenland,11971,0,21,0,2761,0,9189,4,210202,369,164926,2895979,56950
189,Yemen,11818,0,2149,0,9009,0,660,23,381,69,265253,8549,31027427
190,Monaco,11801,0,54,0,11638,0,109,4,296873,1358,54960,1382607,39751
191,Saint Martin,10462,0,63,0,1399,0,9000,7,262390,1580,112382,2818569,39872
192,Tonga,10452,0,11,0,9127,0,1314,0,96879,102,470236,4358597,107887
193,Sint Maarten,10065,0,86,0,9913,0,66,10,229968,1965,62056,1417872,43767
194,Eritrea,9734,0,103,0,9631,0,0,0,2677,28,23693,6516,3636219
195,Caribbean Netherlands,9729,0,34,0,9619,0,76,0,364806,1275,30126,1129626,26669
196,Samoa,9592,0,19,0,1605,0,7968,4,47763,95,65949,328389,200826
197,Niger,8943,0,309,0,8524,0,110,1,347,12,250490,9706,25808567
198,Guinea-Bissau,8202,0,171,0,7528,0,503,6,3995,83,134285,65407,2053070
199,Comoros,8100,0,160,0,7933,0,7,0,8965,177,0,0,903482
200,Sierra Leone,7681,0,125,0,N/A,N/A,N/A,0,928,15,259958,31420,8273700
201,Antigua and Barbuda,7626,0,136,0,7443,0,47,1,76710,1368,18901,190126,99413
202,Vanuatu,7527,21,13,0,6899,131,615,3,23502,41,24976,77984,320272
203,Liberia,7434,0,294,0,5747,0,1393,2,1409,56,139824,26506,5275091
204,Chad,7412,0,193,0,4874,0,2345,0,429,11,191341,11068,17287744
205,St. Vincent Grenadines,6786,0,106,0,6641,0,39,0,60815,950,98944,886714,111585
206,British Virgin Islands,6355,0,62,0,N/A,N/A,N/A,1,207687,2026,103049,3367724,30599
207,Sao Tome and Principe,5964,0,73,0,5884,0,7,0,26319,322,29036,128135,226604
208,Turks and Caicos,5963,0,36,0,5862,0,65,4,150296,907,488787,12319773,39675
209,Saint Kitts and Nevis,5566,0,43,0,5519,0,4,0,103290,798,70707,1312135,53887
210,Cook Islands,5116,0,1,0,4863,0,252,0,290797,57,16762,952765,17593
211,Palau,4610,0,6,0,3984,0,620,1,252575,329,46016,2521148,18252
212,St. Barth,4544,0,6,0,N/A,N/A,N/A,0,457511,604,78646,7918445,9932
213,Kiribati,3084,0,13,0,2601,0,470,3,25114,106,0,0,122802
214,Anguilla,2788,0,9,0,2766,0,13,4,182844,590,51382,3369753,15248
215,Saint Pierre Miquelon,2701,0,1,0,2449,0,251,1,470394,174,23446,4083246,5742
216,Diamond Princess,712,0,13,0,699,0,0,0,0,0,0,0,0
217,Wallis and Futuna,454,0,7,0,438,0,9,0,41732,643,20508,1885100,10879
218,Montserrat,273,0,2,0,181,0,90,0,54622,400,10135,2027811,4998
219,Falkland Islands,128,0,0,0,N/A,N/A,N/A,0,34925,0,8632,2355252,3665
220,Macao,82,0,0,0,82,0,0,0,123,0,5375,8076,665529
221,Vatican City,29,0,0,0,29,0,0,0,36025,0,0,0,805
222,Marshall Islands,17,0,0,0,14,0,3,0,284,0,0,0,59921
223,Western Sahara,10,0,1,0,9,0,0,0,16,2,0,0,624198
224,MS Zaandam,9,0,2,0,7,0,0,0,0,0,0,0,0
225,Niue,9,0,0,0,7,0,2,0,5468,0,0,0,1646
226,Micronesia,7,0,0,0,1,0,6,0,60,0,0,0,117229
227,Nauru,5,0,0,0,3,0,2,0,457,0,0,0,10949
228,Saint Helena,2,0,0,0,2,0,0,0,327,0,0,0,6110
