,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious,Tot per 1M,Deaths per 1M,Tests,Tests per 1M,Pop
137,Fiji,64509,0,862,0,62662,0,985,0,71041,949,506199,557459,908047
138,Barbados,64348,0,383,0,60862,0,3103,0,223428,1330,631288,2191949,288003
139,Madagascar,64089,0,1390,0,59355,0,3344,14,2213,48,415532,14348,28961653
140,Guyana,63368,0,1228,0,62049,0,91,1,79876,1548,582937,734797,793331
141,Sudan,62057,0,4929,0,N/A,N/A,N/A,0,1359,108,562941,12324,45676846
142,New Caledonia,60385,0,312,0,60011,0,62,9,207937,1074,98964,340785,290400
143,Mauritania,58681,0,982,0,57688,0,11,0,12055,202,794258,163166,4867799
144,Belize,57331,0,672,0,56473,0,186,6,139656,1637,529581,1290037,410516
145,Cabo Verde,55988,0,401,0,55522,0,65,23,98784,708,400982,707484,566772
146,Syria,55769,0,3149,0,51985,0,635,0,3054,172,146269,8011,18259525
147,Bhutan,52796,996,18,2,42840,634,9938,11,67104,23,2242710,2850485,786782
148,Gabon,47594,0,303,0,47280,0,11,0,20519,131,1591228,686027,2319482
149,Papua New Guinea,43660,0,649,0,42946,0,65,7,4720,70,249149,26936,9249619
150,Seychelles,41660,0,164,0,40675,0,821,0,418971,1649,0,0,99434
151,Curaçao,41652,0,271,0,40800,0,581,3,251990,1640,494095,2989225,165292
152,Andorra,40709,0,153,0,39999,0,557,14,525372,1975,249838,3224299,77486
153,Burundi,38722,0,38,0,773,0,37911,0,3092,3,345742,27609,12522788
154,Mauritius,37251,0,985,0,35198,0,1068,0,29204,772,358675,281195,1275537
155,Mayotte,37038,0,187,0,2964,0,33887,0,130157,657,176919,621717,284565
156,Togo,36962,0,273,0,36672,0,17,0,4285,32,725088,84067,8625082
157,Guinea,36459,0,440,0,35976,0,43,8,2648,32,660107,47943,13768580
158,Faeroe Islands,34658,0,28,0,7693,0,26937,5,704502,569,778000,15814615,49195
159,Taiwan,34507,1303,854,0,22042,127,11611,0,1444,36,13765868,576128,23893768
160,Aruba,34345,0,212,0,34038,0,95,2,319263,1971,177885,1653575,107576
161,Tanzania,33851,0,803,0,N/A,N/A,N/A,7,539,13,0,0,62770772
162,Bahamas,33391,0,789,0,32259,0,343,11,83487,1973,229817,574607,399955
163,Lesotho,32910,0,697,0,24155,0,8058,0,15148,321,431221,198483,2172580
164,Mali,30651,0,729,0,29734,0,188,0,1440,34,659396,30969,21291808
165,Haiti,30594,0,835,0,29176,0,583,0,2626,72,132422,11366,11650769
166,Isle of Man,28416,0,87,0,26794,0,1535,0,331046,1014,150753,1756271,85837
167,Benin,26952,0,163,0,25506,0,1283,5,2124,13,604310,47621,12689966
168,Somalia,26471,0,1350,0,13182,0,11939,0,1587,81,400466,24002,16684591
169,Congo,24079,0,385,0,20178,0,3516,0,4180,67,347815,60379,5760527
170,Saint Lucia,23094,0,367,0,22616,0,111,1,124747,1982,141628,765036,185126
171,Timor-Leste,22853,0,130,0,22704,0,19,0,16763,95,260254,190903,1363279
172,Cayman Islands,21406,0,26,0,8553,0,12827,1,319016,387,222773,3320015,67100
173,Burkina Faso,20853,0,382,0,20439,0,32,0,951,17,248995,11356,21926283
174,Nicaragua,18491,0,225,0,4225,0,14041,0,2733,33,0,0,6765310
175,Gibraltar,17494,0,101,0,16579,0,814,0,519526,2999,534283,15866807,33673
176,Tajikistan,17388,0,124,0,17264,0,0,0,1753,12,0,0,9920065
177,South Sudan,17369,0,138,0,13514,0,3717,1,1520,12,370216,32395,11428099
178,Liechtenstein,16981,6,84,0,16621,0,276,0,443102,2192,102174,2666127,38323
179,Equatorial Guinea,15906,0,183,0,15697,0,26,5,10709,123,307847,207272,1485233
180,San Marino,15683,0,114,0,15225,0,344,4,460479,3347,147532,4331787,34058
181,Djibouti,15598,0,189,0,15404,0,5,0,15388,186,302030,297961,1013657
182,CAR,14649,0,113,0,6859,0,7677,2,2942,23,81294,16325,4979705
183,Grenada,14165,0,219,0,13815,0,131,4,124852,1930,146475,1291052,113454
184,Bermuda,12901,0,131,0,12563,0,207,0,208528,2117,858416,13875184,61867
185,Solomon Islands,12437,0,139,0,11194,0,1104,2,17347,194,5117,7137,716951
186,Gambia,11994,0,365,0,11591,0,38,0,4726,144,155686,61346,2537839
187,Dominica,11988,0,63,0,11903,0,22,0,165798,871,187337,2590927,72305
188,Greenland,11971,0,21,0,2761,0,9189,4,210217,369,164926,2896182,56946
189,Yemen,11817,0,2148,0,9001,0,668,23,381,69,265253,8557,30998644
190,Monaco,11402,0,54,0,11137,0,211,4,286922,1359,54960,1383024,39739
191,Saint Martin,10279,0,63,0,1399,0,8817,7,257988,1581,112382,2820621,39843
192,Sint Maarten,9920,0,86,0,9753,0,81,10,226769,1966,62056,1418585,43745
193,Eritrea,9733,0,103,0,9629,0,1,0,2678,28,23693,6520,3634073
194,Caribbean Netherlands,9349,0,34,0,8987,0,328,0,350701,1275,30126,1130092,26658
195,Tonga,9025,58,11,0,7484,282,1530,0,83693,102,363581,3371673,107834
196,Niger,8871,0,308,0,8493,0,70,1,344,12,246945,9583,25770027
197,Guinea-Bissau,8176,0,170,0,7280,0,726,6,3986,83,131519,64123,2051031
198,Comoros,8100,0,160,0,7933,0,7,0,8973,177,0,0,902671
199,Sierra Leone,7681,0,125,0,N/A,N/A,N/A,0,929,15,259958,31447,8266595
200,Antigua and Barbuda,7535,0,135,0,7377,0,23,1,75822,1358,18901,190195,99377
201,Liberia,7402,0,294,0,5747,0,1361,2,1405,56,139824,26533,5269880
202,Chad,7378,0,192,0,4874,0,2312,0,427,11,191341,11081,17267055
203,St. Vincent Grenadines,6751,0,106,0,6641,0,4,0,60510,950,98713,884771,111569
204,Vanuatu,6332,17,7,0,5300,249,1025,5,19790,22,24976,78060,319957
205,British Virgin Islands,6162,0,62,0,N/A,N/A,N/A,1,201438,2027,102294,3344034,30590
206,Sao Tome and Principe,5948,0,73,0,5872,0,3,0,26269,322,29036,128237,226425
207,Samoa,5947,259,12,0,1605,0,4330,3,29621,60,43442,216378,200769
208,Turks and Caicos,5936,0,36,0,5862,0,38,4,149702,908,447713,11291057,39652
209,Saint Kitts and Nevis,5557,0,43,0,5509,0,5,0,103154,798,65141,1209203,53871
210,St. Barth,4432,0,6,0,N/A,N/A,N/A,0,446279,604,78646,7919243,9931
211,Palau,4190,0,6,0,3803,0,381,0,229614,329,42790,2344915,18248
212,Cook Islands,3941,0,0,0,3389,0,552,0,224010,0,14341,815154,17593
213,Kiribati,3074,3,13,0,2596,0,465,3,25049,106,0,0,122721
214,Anguilla,2731,0,9,0,2716,0,6,4,179176,590,51382,3371080,15242
215,Saint Pierre Miquelon,2537,0,1,0,2449,0,87,1,441755,174,22941,3994602,5743
216,Diamond Princess,712,0,13,0,699,0,0,0,0,0,0,0,0
217,Wallis and Futuna,454,0,7,0,438,0,9,0,41697,643,20508,1883542,10888
218,Montserrat,176,0,2,0,174,0,0,0,35221,400,9403,1881729,4997
219,Falkland Islands,128,0,0,0,N/A,N/A,N/A,0,34963,0,8632,2357826,3661
220,Macao,82,0,0,0,82,0,0,0,123,0,5375,8081,665142
221,Vatican City,29,0,0,0,29,0,0,0,36025,0,0,0,805
222,Marshall Islands,14,0,0,0,7,0,7,0,234,0,0,0,59903
223,Western Sahara,10,0,1,0,8,0,1,0,16,2,0,0,623554
224,MS Zaandam,9,0,2,0,7,0,0,0,0,0,0,0,0
225,Niue,7,0,0,0,7,0,0,0,4253,0,0,0,1646
226,Nauru,3,0,0,0,3,0,0,0,274,0,0,0,10946
227,Saint Helena,2,0,0,0,2,0,0,0,327,0,0,0,6109
228,Micronesia,1,0,0,0,1,0,0,0,9,0,0,0,117176
