,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious,Tot per 1M,Deaths per 1M,Tests,Tests per 1M,Pop
134,Channel Islands,73523,0,166,0,71955,0,1402,0,415979,939,1252808,7088143,176747
135,French Polynesia,72621,0,648,0,N/A,N/A,N/A,7,255861,2283,0,0,283830
136,Eswatini,70190,0,1395,0,68706,0,89,11,59393,1180,1011587,855984,1181782
137,Barbados,66317,0,386,0,62507,0,3424,0,230261,1340,637232,2212550,288008
138,Fiji,64524,0,862,0,62677,0,985,0,71051,949,506642,557892,908136
139,Madagascar,64121,0,1391,0,59370,0,3360,14,2213,48,418849,14457,28971410
140,Guyana,63399,0,1228,0,62081,0,90,1,79910,1548,587994,741123,793383
141,Sudan,62084,0,4929,0,N/A,N/A,N/A,0,1359,108,562941,12321,45690870
142,New Caledonia,60457,0,312,0,60064,0,81,9,208159,1074,98964,340742,290437
143,Mauritania,58683,0,982,0,57693,0,8,0,12051,202,797799,163837,4869474
144,Belize,57406,0,676,0,56528,0,202,6,139805,1646,534109,1300754,410615
145,Bhutan,56603,302,20,1,52079,1666,4504,4,71932,25,2275084,2891206,786898
146,Cabo Verde,55999,0,401,0,55537,0,61,23,98789,707,400982,707381,566854
147,Syria,55790,0,3150,0,52065,0,575,0,3054,172,146269,8008,18265349
148,Gabon,47594,0,303,0,47280,0,11,0,20513,131,1591228,685814,2320202
149,Taiwan,47100,3859,856,0,23176,639,23068,0,1971,36,14133126,591484,23894355
150,Papua New Guinea,43732,0,649,0,43025,0,58,7,4727,70,249149,26929,9251938
151,Seychelles,42079,0,165,0,41260,0,654,0,423147,1659,0,0,99443
152,Curaçao,41652,0,271,0,40800,0,581,3,251977,1639,494095,2989062,165301
153,Andorra,41013,0,153,0,40343,0,517,14,529289,1975,249838,3224257,77487
154,Burundi,38853,0,38,0,773,0,38042,0,3101,3,345742,27598,12527647
155,Mauritius,37656,20,990,0,35656,45,1010,0,29521,776,358675,281189,1275566
156,Mayotte,37038,0,187,0,2964,0,33887,0,130115,657,176919,621521,284655
157,Togo,36973,0,273,0,36679,0,21,0,4285,32,727399,84309,8627740
158,Guinea,36459,0,440,0,35976,0,43,8,2647,32,660107,47926,13773464
159,Faeroe Islands,34658,0,28,0,7693,0,26937,5,704474,569,778000,15813972,49197
160,Aruba,34345,0,212,0,34038,0,95,2,319245,1971,177885,1653483,107582
161,Tanzania,33864,0,803,0,N/A,N/A,N/A,7,539,13,0,0,62794108
162,Bahamas,33430,0,789,0,32297,0,344,11,83574,1972,229817,574534,400006
163,Lesotho,32910,0,697,0,24155,0,8058,0,15146,321,431221,198462,2172812
164,Mali,30700,0,731,0,29787,0,182,0,1441,34,662355,31097,21299809
165,Haiti,30615,0,835,0,29312,0,468,0,2627,72,132422,11364,11652668
166,Isle of Man,28416,0,87,0,26794,0,1535,0,331023,1013,150753,1756148,85843
167,Benin,26952,0,163,0,25506,0,1283,5,2123,13,604310,47605,12694318
168,Somalia,26485,0,1350,0,13182,0,11953,0,1587,81,400466,23993,16690672
169,Congo,24079,0,385,0,20178,0,3516,0,4179,67,347815,60360,5762389
170,Saint Lucia,23161,0,368,0,22716,0,77,1,125102,1988,142292,768577,185137
171,Timor-Leste,22860,3,130,0,22714,0,16,0,16764,95,261007,191407,1363623
172,Cayman Islands,21755,0,26,0,8553,0,13176,1,324164,387,222773,3319471,67111
173,Burkina Faso,20853,0,382,0,20439,0,32,0,951,17,248995,11352,21934142
174,Nicaragua,18491,0,225,0,4225,0,14041,0,2733,33,0,0,6766386
175,Gibraltar,17706,0,101,0,16579,0,1026,0,525822,2999,534283,15866807,33673
176,South Sudan,17420,0,138,0,13514,0,3768,1,1524,12,375617,32863,11429891
177,Tajikistan,17388,0,124,0,17264,0,0,0,1752,12,0,0,9922998
178,Liechtenstein,17064,15,84,0,16751,27,229,2,445245,2192,102174,2665988,38325
179,San Marino,16140,0,114,0,15662,0,364,4,473884,3347,149271,4382718,34059
180,Equatorial Guinea,15907,0,183,0,15698,0,26,5,10706,123,310972,209287,1485866
181,Djibouti,15611,0,189,0,15411,0,11,0,15398,186,303924,299771,1013853
182,CAR,14649,0,113,0,6859,0,7677,2,2941,23,81294,16321,4980853
183,Grenada,14332,0,220,0,13872,0,240,4,126317,1939,147982,1304254,113461
184,Bermuda,13143,0,131,0,12719,0,293,0,212450,2118,866313,14003508,61864
185,Solomon Islands,12437,0,139,0,11194,0,1104,2,17341,194,5117,7135,717182
186,Dominica,12011,0,63,0,11926,0,22,0,166109,871,187690,2595702,72308
187,Gambia,11995,0,365,0,11591,0,39,0,4725,144,155686,61323,2538770
188,Greenland,11971,0,21,0,2761,0,9189,4,210213,369,164926,2896131,56947
189,Yemen,11818,0,2148,0,9001,0,669,23,381,69,265253,8554,31007639
190,Monaco,11545,0,54,0,11279,0,212,4,290491,1359,54960,1382885,39743
191,Saint Martin,10279,0,63,0,1399,0,8817,7,257929,1581,112382,2819984,39852
192,Sint Maarten,9981,0,86,0,9836,0,59,10,228127,1966,62056,1418358,43752
193,Eritrea,9733,0,103,0,9629,0,1,0,2678,28,23693,6518,3634743
194,Caribbean Netherlands,9577,0,34,0,9383,0,160,0,359200,1275,30126,1129923,26662
195,Tonga,9553,85,11,0,8306,361,1236,0,88576,102,408213,3784972,107851
196,Niger,8908,0,309,0,8498,0,101,1,346,12,248217,9628,25782071
197,Guinea-Bissau,8185,0,171,0,7476,0,538,6,3989,83,132611,64636,2051668
198,Comoros,8100,0,160,0,7933,0,7,0,8971,177,0,0,902924
199,Sierra Leone,7681,0,125,0,N/A,N/A,N/A,0,929,15,259958,31438,8268815
200,Antigua and Barbuda,7567,0,135,0,7387,0,45,1,76136,1358,18901,190174,99388
201,Liberia,7432,0,294,0,5747,0,1391,2,1410,56,139824,26524,5271509
202,Chad,7396,0,193,0,4874,0,2329,0,428,11,191341,11077,17273521
203,Samoa,6794,0,13,0,1605,0,5176,4,33837,65,51546,256720,200787
204,St. Vincent Grenadines,6769,0,106,0,6641,0,22,0,60668,950,98805,885556,111574
205,Vanuatu,6537,43,12,5,5899,261,626,2,20425,37,24976,78037,320055
206,British Virgin Islands,6162,0,62,0,N/A,N/A,N/A,1,201419,2027,102294,3343706,30593
207,Sao Tome and Principe,5953,0,73,0,5875,0,5,0,26285,322,29036,128205,226481
208,Turks and Caicos,5941,0,36,0,5862,0,43,4,149798,908,478593,12067398,39660
209,Saint Kitts and Nevis,5561,0,43,0,5517,0,1,0,103219,798,65141,1209091,53876
210,Cook Islands,4490,0,0,0,3916,0,574,0,255215,0,15494,880691,17593
211,St. Barth,4432,0,6,0,N/A,N/A,N/A,0,446279,604,78646,7919243,9931
212,Palau,4396,117,6,0,3879,42,511,1,240890,329,45500,2493287,18249
213,Kiribati,3076,0,13,0,2597,0,466,3,25060,106,0,0,122747
214,Anguilla,2731,0,9,0,2716,0,6,4,179152,590,51382,3370638,15244
215,Saint Pierre Miquelon,2537,0,1,0,2449,0,87,1,441755,174,22941,3994602,5743
216,Diamond Princess,712,0,13,0,699,0,0,0,0,0,0,0,0
217,Wallis and Futuna,454,0,7,0,438,0,9,0,41709,643,20508,1884061,10885
218,Montserrat,177,0,2,0,174,0,1,0,35421,400,9587,1918551,4997
219,Falkland Islands,128,0,0,0,N/A,N/A,N/A,0,34954,0,8632,2357182,3662
220,Macao,82,0,0,0,82,0,0,0,123,0,5375,8080,665263
221,Vatican City,29,0,0,0,29,0,0,0,36025,0,0,0,805
222,Marshall Islands,15,0,0,0,7,0,8,0,250,0,0,0,59909
223,Western Sahara,10,0,1,0,9,0,0,0,16,2,0,0,623755
224,MS Zaandam,9,0,2,0,7,0,0,0,0,0,0,0,0
225,Niue,8,0,0,0,7,0,1,0,4860,0,0,0,1646
226,Nauru,3,0,0,0,3,0,0,0,274,0,0,0,10947
227,Saint Helena,2,0,0,0,2,0,0,0,327,0,0,0,6110
228,Micronesia,1,0,0,0,1,0,0,0,9,0,0,0,117193
