,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious,Tot per 1M,Deaths per 1M,Tests,Tests per 1M,Pop
0,World,506295583,434098,6229129,1227,458388024,470291,41678430,41802,64953,799.1,0,0,0
1,USA,82416687,0,1016159,0,80276197,0,1124331,1436,246399,3038,997115318,2981044,334485290
2,India,43047594,0,522006,0,42513248,0,12340,698,30653,372,832506755,592807,1404347026
3,Brazil,30279270,0,662266,0,29298848,0,318156,8318,140657,3076,63776166,296261,215270453
4,France,27816299,0,144387,0,25301145,0,2370767,1541,424465,2203,260504402,3975184,65532665
5,Germany,23724610,136255,133824,291,20609400,261500,2981386,1980,281549,1588,122332384,1451764,84264628
6,UK,21863944,0,171878,0,20498917,0,1193149,355,319061,2508,512140269,7473679,68525857
7,Russia,18101986,9195,374171,223,17423428,16200,304387,2300,123947,2562,273400000,1872003,146046737
8,S. Korea,16583220,111280,21520,166,N/A,N/A,N/A,808,322955,419,15804065,307781,51348351
9,Italy,15758002,0,161893,0,14387830,0,1208279,422,261317,2685,209450124,3473335,60302314
10,Turkey,15003696,0,98610,0,14780437,0,124649,975,174528,1147,157511562,1832227,85967295
11,Spain,11736893,0,103721,0,11220981,0,412191,345,250857,2217,471036328,10067617,46787271
12,Vietnam,10502590,13271,42982,7,9068234,2540,1391374,896,106183,435,85724870,866696,98909959
13,Argentina,9060923,0,128344,0,8895999,0,36580,412,197234,2794,35716069,777452,45939873
14,Netherlands,8029998,3518,22178,10,7521150,31909,486670,107,466782,1289,21107399,1226968,17202898
15,Japan,7440164,37631,29102,53,6920097,45082,490965,214,59151,231,46045240,366072,125781818
16,Iran,7212395,1607,140896,19,6954941,2934,116558,1225,83942,1640,50079995,582856,85921663
17,Colombia,6089998,0,139754,0,5923443,0,26801,342,117441,2695,34287337,661204,51855927
18,Indonesia,6042010,741,155974,37,5840945,4635,45091,2771,21678,560,94510650,339097,278712873
19,Poland,5987341,1527,115869,31,5334188,89,537284,268,158512,3068,35975804,952440,37772240
20,Mexico,5729270,1438,323973,24,5030349,1232,374948,4798,43614,2466,15728496,119733,131363136
21,Australia,5509313,51325,6845,38,5073532,0,428936,161,211647,263,68517394,2632177,26030697
22,Ukraine,4994246,0,108268,0,N/A,N/A,N/A,177,115441,2503,19521252,451229,43262405
23,Malaysia,4402234,0,35449,0,4274746,0,92039,97,132958,1071,58043873,1753064,33109959
24,Thailand,4084299,20455,27266,128,3865293,25933,191740,1496,58252,389,17270775,246323,70114236
25,Austria,4072410,7571,16470,31,3945134,14656,110806,138,447586,1810,181007797,19894023,9098602
26,Israel,4040944,0,10647,0,3941841,0,88456,220,433299,1142,41373364,4436346,9326000
27,Belgium,3972963,0,31165,0,3683057,6661,258741,181,340147,2668,33313880,2852185,11680124
28,Czechia,3886876,3584,40022,8,3823868,1727,22986,60,361751,3725,55054194,5123881,10744628
29,South Africa,3743582,0,100195,0,3628776,0,14611,175,61724,1652,24212994,399224,60650219
30,Portugal,3719485,0,21993,0,N/A,N/A,N/A,61,366691,2168,40748372,4017243,10143368
31,Philippines,3683732,365,59990,8,3605879,1309,17863,289,32833,535,29336384,261471,112197634
32,Canada,3654803,0,38429,0,3403872,0,212502,426,95336,1002,60261536,1571935,38335885
33,Switzerland,3579867,0,13816,3,3305310,12279,260741,90,408279,1576,20666182,2356951,8768183
34,Peru,3557139,0,212676,0,N/A,N/A,N/A,356,105254,6293,29453565,871515,33795829
35,Chile,3532649,0,57275,0,3336315,0,139059,346,181996,2951,36493466,1880078,19410616
